Age,d18Oc
37.42,1.092
37.425,1.151
37.43,1.182
37.435,1.221
37.44,1.125
37.445,1.066
37.45,1.07
37.455,1.093
37.46,1.11
37.465,1.16
37.47,1.195
37.475,1.164
37.48,1.127
37.485,1.119
37.49,1.12
37.495,1.099
37.5,1.035
37.505,1.233
37.51,1.191
37.515,1.08
37.52,1.003
37.525,1.067
37.53,1.111
37.535,1.087
37.54,1.084
37.545,1.155
37.55,1.23
37.555,1.228
37.56,1.203
37.565,1.176
37.57,1.215
37.575,1.285
37.58,1.319
37.585,1.215
37.59,1.171
37.595,1.115
37.6,1.167
37.605,1.226
37.61,1.272
37.615,1.274
37.62,1.346
37.625,1.38
37.63,1.232
37.635,1.201
37.64,1.134
37.645,1.189
37.65,1.196
37.655,1.145
37.66,1.111
37.665,1.09
37.67,1.023
37.675,1.027
37.68,1.267
37.685,1.371
37.69,1.409
37.695,1.449
37.7,1.323
37.705,1.206
37.71,1.209
37.715,1.228
37.72,1.278
37.725,1.324
37.73,1.314
37.735,1.245
37.74,1.19
37.745,1.217
37.75,1.264
37.755,1.287
37.76,1.288
37.765,1.353
37.77,1.398
37.775,1.383
37.78,1.342
37.785,1.316
37.79,1.32
37.795,1.34
37.8,1.466
37.805,1.539
37.81,1.307
37.815,1.319
37.82,1.398
37.825,1.314
37.83,1.293
37.835,1.355
37.84,1.393
37.845,1.446
37.85,1.499
37.855,1.456
37.86,1.358
37.865,1.327
37.87,1.365
37.875,1.538
37.88,1.493
37.885,1.46
37.89,1.352
37.895,1.42
37.9,1.479
37.905,1.242
37.91,1.237
37.915,1.238
37.92,1.263
37.925,1.333
37.93,1.4
37.935,1.489
37.94,1.484
37.945,1.397
37.95,1.322
37.955,1.39
37.96,1.365
37.965,1.311
37.97,1.31
37.975,1.307
37.98,1.252
37.985,1.285
37.99,1.339
37.995,1.316
38,1.304
38.005,1.485
38.01,1.524
38.015,1.452
38.02,1.318
38.025,1.348
38.03,1.377
38.035,1.355
38.04,1.388
38.045,1.443
38.05,1.354
38.055,1.27
38.06,1.293
38.065,1.306
38.07,1.494
38.075,1.511
38.08,1.409
38.085,1.324
38.09,1.378
38.095,1.392
38.1,1.241
38.105,1.128
38.11,1.093
38.115,1.332
38.12,1.309
38.125,1.265
38.13,1.227
38.135,1.274
38.14,1.363
38.145,1.329
38.15,1.32
38.155,1.32
38.16,1.233
38.165,1.229
38.17,1.262
38.175,1.223
38.18,1.126
38.185,1.186
38.19,1.307
38.195,1.309
38.2,1.287
38.205,1.265
38.21,1.129
38.215,1.124
38.22,1.153
38.225,1.24
38.23,1.205
38.235,1.12
38.24,1.09
38.245,1.067
38.25,1.074
38.255,1.081
38.26,1.201
38.265,1.232
38.27,1.205
38.275,1.169
38.28,1.186
38.285,1.152
38.29,1.183
38.295,1.186
38.3,1.173
38.305,1.212
38.31,1.252
38.315,1.231
38.32,1.192
38.325,1.135
38.33,1.12
38.335,1.134
38.34,1.078
38.345,1.057
38.35,1.116
38.355,1.228
38.36,1.206
38.365,1.154
38.37,1.147
38.375,1.158
38.38,1.166
38.385,1.111
38.39,0.947
38.395,1.036
38.4,1.177
38.405,1.22
38.41,1.169
38.415,1.082
38.42,0.983
38.425,1.067
38.43,1.086
38.435,1.11
38.44,1.207
38.445,1.138
38.45,1.036
38.455,1.109
38.46,1.118
38.465,1.088
38.47,1.054
38.475,1.109
38.48,1.173
38.485,1.213
38.49,1.177
38.495,1.115
38.5,1.031
38.505,1.022
38.51,1.166
38.515,1.254
38.52,1.243
38.525,1.255
38.53,1.252
38.535,1.2
38.54,1.213
38.545,1.235
38.55,1.079
38.555,1.066
38.56,1.189
38.565,1.182
38.57,1.128
38.575,1.152
38.58,1.159
38.585,1.185
38.59,1.157
38.595,1.085
38.6,1.089
38.605,1.217
38.61,1.27
38.615,0.976
38.62,1.052
38.625,1.149
38.63,1.092
38.635,1.091
38.64,1.059
38.645,1.005
38.65,1.065
38.655,1.085
38.66,1.109
38.665,1.356
38.67,1.233
38.675,1.063
38.68,1.171
38.685,1.261
38.69,1.287
38.695,1.239
38.7,1.161
38.705,1.226
38.71,1.351
38.715,1.232
38.72,1.176
38.725,1.18
38.73,1.203
38.735,1.236
38.74,1.268
38.745,1.29
38.75,1.231
38.755,1.26
38.76,1.302
38.765,1.276
38.77,1.282
38.775,1.269
38.78,1.206
38.785,1.208
38.79,1.19
38.795,0.939
38.8,1.092
38.805,1.232
38.81,1.22
38.815,1.205
38.82,1.223
38.825,1.284
38.83,1.282
38.835,1.241
38.84,1.25
38.845,1.296
38.85,1.333
38.855,1.386
38.86,1.267
38.865,1.258
38.87,1.287
38.875,1.341
38.88,1.358
38.885,1.333
38.89,1.323
38.895,1.297
38.9,1.232
38.905,1.203
38.91,1.221
38.915,1.177
38.92,1.175
38.925,1.223
38.93,1.177
38.935,1.135
38.94,1.166
38.945,1.182
38.95,1.19
38.955,1.186
38.96,1.194
38.965,1.23
38.97,1.26
38.975,1.258
38.98,1.24
38.985,1.223
38.99,1.235
38.995,1.29
39,1.274
39.005,1.179
39.01,1.215
39.015,1.226
39.02,1.198
39.025,1.229
39.03,1.142
39.035,0.991
39.04,0.914
39.045,0.904
39.05,0.913
39.055,0.982
39.06,1.035
39.065,1.099
39.07,1.105
39.075,1.039
39.08,0.949
39.085,0.913
39.09,0.96
39.095,1.02
39.1,0.987
39.105,0.808
39.11,0.845
39.115,1.006
39.12,1.104
39.125,1.024
39.13,0.982
39.135,0.909
39.14,0.989
39.145,1.084
39.15,1.075
39.155,1.049
39.16,1.005
39.165,1.04
39.17,1.075
39.175,1.118
39.18,1.248
39.185,1.227
39.19,1.158
39.195,1.17
39.2,1.128
39.205,1.045
39.21,1.157
39.215,1.309
39.22,1.279
39.225,1.209
39.23,1.14
39.235,1.178
39.24,1.206
39.245,1.041
39.25,1.11
39.255,1.212
39.26,1.211
39.265,1.208
39.27,1.173
39.275,1.162
39.28,1.19
39.285,1.106
39.29,1.012
39.295,1.16
39.3,1.209
39.305,1.212
39.31,1.192
39.315,1.117
39.32,1.056
39.325,1.075
39.33,1.118
39.335,1.219
39.34,1.165
39.345,1.038
39.35,1.066
39.355,1.148
39.36,1.177
39.365,1.135
39.37,1.11
39.375,1.158
39.38,1.096
39.385,1.144
39.39,1.106
39.395,1.078
39.4,1.062
39.405,1.084
39.41,1.102
39.415,1.079
39.42,1.063
39.425,1.092
39.43,0.993
39.435,0.908
39.44,0.959
39.445,1.011
39.45,1.076
39.455,1.163
39.46,1.086
39.465,0.967
39.47,1.052
39.475,1.176
39.48,1.155
39.485,1.097
39.49,1.058
39.495,1.064
39.5,1.063
39.505,1.088
39.51,1.004
39.515,0.936
39.52,0.929
39.525,0.961
39.53,0.983
39.535,0.984
39.54,1.004
39.545,0.974
39.55,0.929
39.555,0.859
39.56,0.954
39.565,1.03
39.57,0.969
39.575,0.954
39.58,0.971
39.585,0.996
39.59,1.024
39.595,1.035
39.6,1.02
39.605,1.063
39.61,1.105
39.615,1.088
39.62,1.055
39.625,1.044
39.63,1.051
39.635,0.905
39.64,0.935
39.645,0.938
39.65,0.849
39.655,0.87
39.66,0.931
39.665,0.858
39.67,0.812
39.675,0.911
39.68,0.909
39.685,0.804
39.69,0.842
39.695,0.944
39.7,0.916
39.705,0.907
39.71,0.907
39.715,0.886
39.72,0.883
39.725,0.843
39.73,0.829
39.735,0.825
39.74,0.759
39.745,0.735
39.75,1.064
39.755,1.015
39.76,0.947
39.765,0.956
39.77,0.881
39.775,0.786
39.78,0.905
39.785,0.963
39.79,0.973
39.795,0.978
39.8,0.929
39.805,0.878
39.81,0.877
39.815,0.937
39.82,0.957
39.825,0.912
39.83,0.825
39.835,0.874
39.84,0.926
39.845,0.77
39.85,0.825
39.855,0.882
39.86,0.881
39.865,0.874
39.87,0.866
39.875,0.899
39.88,0.923
39.885,0.847
39.89,0.825
39.895,0.796
39.9,0.78
39.905,0.857
39.91,0.933
39.915,0.754
39.92,0.523
39.925,0.578
39.93,0.746
39.935,0.7
39.94,0.598
39.945,0.828
39.95,0.983
39.955,1.058
39.96,0.89
39.965,0.763
39.97,0.775
39.975,1.053
39.98,0.987
39.985,0.998
39.99,0.964
39.995,0.88
40,0.941
40.005,0.933
40.01,0.797
40.015,0.942
40.02,1.043
40.025,0.854
40.03,0.914
40.035,0.949
40.04,0.995
40.045,0.923
40.05,0.944
40.055,0.929
40.06,0.868
40.065,0.788
40.07,0.686
40.075,0.717
40.08,0.62
40.085,0.389
40.09,0.387
40.095,0.486
40.1,0.493
40.105,0.334
40.11,0.501
40.115,0.684
40.12,0.713
40.125,0.745
40.13,0.747
40.135,0.736
40.14,0.783
40.145,0.759
40.15,0.678
40.155,0.559
40.16,0.57
40.165,0.635
40.17,0.545
40.175,0.461
40.18,0.399
40.185,0.55
40.19,0.526
40.195,0.483
40.2,0.707
40.205,0.716
40.21,0.664
40.215,0.702
40.22,0.655
40.225,0.548
40.23,0.596
40.235,0.506
40.24,0.385
40.245,0.34
40.25,0.398
40.255,0.36
40.26,0.228
40.265,0.347
40.27,0.179
40.275,0.033
40.28,0.124
40.285,0.089
40.29,-0.021
40.295,0.099
40.3,0.19
40.305,0.219
40.31,0.201
40.315,0.208
40.32,0.282
40.325,0.341
40.33,0.339
40.335,0.346
40.34,0.341
40.345,0.29
40.35,0.359
40.355,0.449
40.36,0.477
40.365,0.509
40.37,0.499
40.375,0.493
40.38,0.552
40.385,0.571
40.39,0.465
40.395,0.329
40.4,0.303
40.405,0.379
40.41,0.651
40.415,0.704
40.42,0.595
40.425,0.453
40.43,0.584
40.435,0.657
40.44,0.635
40.445,0.687
40.45,0.802
40.455,0.877
40.46,0.806
40.465,0.733
40.47,0.733
40.475,0.783
40.48,0.794
40.485,0.741
40.49,0.76
40.495,0.727
40.5,0.845
40.505,0.995
40.51,0.965
40.515,0.858
40.52,0.793
40.525,0.752
40.53,0.99
40.535,1.077
40.54,0.97
40.545,0.937
40.55,0.924
40.555,0.901
40.56,1.006
40.565,1.157
40.57,1.118
40.575,1.069
40.58,1.102
40.585,1.016
40.59,0.739
40.595,0.789
40.6,0.95
40.605,1.115
40.61,1.209
40.615,1.173
40.62,1.073
40.625,0.997
40.63,0.964
40.635,0.974
40.64,0.952
40.645,0.919
40.65,0.909
40.655,0.916
40.66,0.925
40.665,0.938
40.67,0.962
40.675,0.998
40.68,1.009
40.685,0.929
40.69,0.878
40.695,0.883
40.7,0.924
40.705,0.949
40.71,0.913
40.715,0.879
40.72,0.917
40.725,0.965
40.73,0.993
40.735,0.954
40.74,0.922
40.745,0.905
40.75,0.896
40.755,0.897
40.76,0.9
40.765,0.889
40.77,0.853
40.775,0.818
40.78,0.813
40.785,0.822
40.79,0.829
40.795,0.832
40.8,0.833
40.805,0.847
40.81,0.864
40.815,0.879
40.82,0.946
40.825,1.005
40.83,1.004
40.835,0.97
40.84,0.901
40.845,0.833
40.85,0.817
40.855,0.943
40.86,1.071
40.865,1.066
40.87,1.059
40.875,1.055
40.88,1.058
40.885,1.03
40.89,0.94
40.895,0.84
40.9,0.784
40.905,0.729
40.91,0.715
40.915,0.847
40.92,0.937
40.925,0.941
40.93,0.903
40.935,0.892
40.94,0.89
40.945,0.883
40.95,0.981
40.955,1.072
40.96,1.058
40.965,1.012
40.97,0.981
40.975,0.947
40.98,0.913
40.985,0.888
40.99,0.879
40.995,0.906
41,0.941
41.005,0.96
41.01,0.921
41.015,0.866
41.02,0.78
41.025,0.719
41.03,0.743
41.035,0.806
41.04,0.874
41.045,0.962
41.05,1.018
41.055,1.01
41.06,0.971
41.065,0.923
41.07,0.872
41.075,0.823
41.08,0.814
41.085,0.862
41.09,0.97
41.095,1.013
41.1,1.008
41.105,1.052
41.11,1.122
41.115,0.932
41.12,0.83
41.125,0.833
41.13,0.839
41.135,0.838
41.14,0.814
41.145,0.729
41.15,0.66
41.155,0.804
41.16,0.957
41.165,0.938
41.17,0.942
41.175,1.017
41.18,0.944
41.185,0.861
41.19,0.894
41.195,0.924
41.2,0.921
41.205,0.859
41.21,0.817
41.215,0.815
41.22,0.832
41.225,0.771
41.23,0.749
41.235,0.92
41.24,0.951
41.245,0.934
41.25,0.915
41.255,0.902
41.26,0.9
41.265,0.904
41.27,0.823
41.275,0.826
41.28,0.881
41.285,0.873
41.29,0.853
41.295,0.873
41.3,0.913
41.305,0.711
41.31,0.671
41.315,0.82
41.32,0.832
41.325,0.81
41.33,0.819
41.335,0.822
41.34,0.813
41.345,0.835
41.35,0.89
41.355,0.917
41.36,0.91
41.365,0.863
41.37,0.814
41.375,0.761
41.38,0.706
41.385,0.755
41.39,0.778
41.395,0.75
41.4,0.638
41.405,0.541
41.41,0.555
41.415,0.609
41.42,0.659
41.425,0.719
41.43,0.794
41.435,0.853
41.44,0.877
41.445,0.884
41.45,0.895
41.455,0.898
41.46,0.873
41.465,0.967
41.47,0.972
41.475,0.895
41.48,0.931
41.485,0.973
41.49,0.93
41.495,0.748
41.5,0.633
41.505,0.573
41.51,0.615
41.515,0.636
41.52,0.59
41.525,0.412
41.53,0.581
41.535,0.711
41.54,0.7
41.545,0.686
41.55,0.67
41.555,0.67
41.56,0.691
41.565,0.714
41.57,0.667
41.575,0.664
41.58,0.67
41.585,0.659
41.59,0.586
41.595,0.555
41.6,0.542
41.605,0.533
41.61,0.538
41.615,0.554
41.62,0.55
41.625,0.528
41.63,0.578
41.635,0.683
41.64,0.562
41.645,0.6
41.65,0.67
41.655,0.679
41.66,0.585
41.665,0.508
41.67,0.551
41.675,0.634
41.68,0.588
41.685,0.519
41.69,0.58
41.695,0.642
41.7,0.703
41.705,0.759
41.71,0.796
41.715,0.794
41.72,0.774
41.725,0.761
41.73,0.763
41.735,0.774
41.74,0.778
41.745,0.769
41.75,0.753
41.755,0.766
41.76,0.786
41.765,0.803
41.77,0.711
41.775,0.616
41.78,0.623
41.785,0.631
41.79,0.636
41.795,0.632
41.8,0.625
41.805,0.621
41.81,0.617
41.815,0.613
41.82,0.667
41.825,0.714
41.83,0.684
41.835,0.648
41.84,0.625
41.845,0.651
41.85,0.662
41.855,0.645
41.86,0.612
41.865,0.582
41.87,0.551
41.875,0.54
41.88,0.588
41.885,0.641
41.89,0.684
41.895,0.692
41.9,0.683
41.905,0.639
41.91,0.577
41.915,0.544
41.92,0.565
41.925,0.61
41.93,0.662
41.935,0.747
41.94,0.805
41.945,0.746
41.95,0.711
41.955,0.726
41.96,0.766
41.965,0.799
41.97,0.82
41.975,0.834
41.98,0.845
41.985,0.848
41.99,0.824
41.995,0.753
42,0.698
42.005,0.723
42.01,0.787
42.015,0.821
42.02,0.793
42.025,0.733
42.03,0.704
42.035,0.736
42.04,0.798
42.045,0.858
42.05,0.917
42.055,0.957
42.06,0.958
42.065,0.936
42.07,0.905
42.075,0.869
42.08,0.862
42.085,0.863
42.09,0.86
42.095,0.831
42.1,0.795
42.105,0.762
42.11,0.825
42.115,0.893
42.12,0.893
42.125,0.875
42.13,0.873
42.135,0.887
42.14,0.908
42.145,0.891
42.15,0.863
42.155,0.84
42.16,0.889
42.165,0.934
42.17,0.896
42.175,0.869
42.18,0.865
42.185,0.873
42.19,0.882
42.195,0.883
42.2,0.868
42.205,0.845
42.21,0.772
42.215,0.722
42.22,0.792
42.225,0.837
42.23,0.83
42.235,0.797
42.24,0.753
42.245,0.731
42.25,0.784
42.255,0.818
42.26,0.815
42.265,0.793
42.27,0.762
42.275,0.734
42.28,0.725
42.285,0.711
42.29,0.707
42.295,0.737
42.3,0.779
42.305,0.798
42.31,0.745
42.315,0.669
42.32,0.651
42.325,0.724
42.33,0.843
42.335,0.816
42.34,0.771
42.345,0.817
42.35,0.839
42.355,0.815
42.36,0.769
42.365,0.756
42.37,0.732
42.375,0.677
42.38,0.595
42.385,0.526
42.39,0.511
42.395,0.523
42.4,0.565
42.405,0.666
42.41,0.797
42.415,0.776
42.42,0.712
42.425,0.669
42.43,0.675
42.435,0.692
42.44,0.697
42.445,0.699
42.45,0.689
42.455,0.652
42.46,0.601
42.465,0.619
42.47,0.656
42.475,0.684
42.48,0.632
42.485,0.589
42.49,0.654
42.495,0.729
42.5,0.783
42.505,0.769
42.51,0.739
42.515,0.737
42.52,0.741
42.525,0.742
42.53,0.741
42.535,0.721
42.54,0.648
42.545,0.552
42.55,0.502
42.555,0.616
42.56,0.689
42.565,0.68
42.57,0.639
42.575,0.581
42.58,0.431
42.585,0.352
42.59,0.582
42.595,0.614
42.6,0.59
42.605,0.593
42.61,0.604
42.615,0.629
42.62,0.661
42.625,0.672
42.63,0.65
42.635,0.614
42.64,0.577
42.645,0.542
42.65,0.509
42.655,0.477
42.66,0.443
42.665,0.467
42.67,0.531
42.675,0.46
42.68,0.389
42.685,0.453
42.69,0.502
42.695,0.52
42.7,0.516
42.705,0.526
42.71,0.609
42.715,0.644
42.72,0.451
42.725,0.314
42.73,0.288
42.735,0.316
42.74,0.379
42.745,0.51
42.75,0.674
42.755,0.74
42.76,0.713
42.765,0.504
42.77,0.3
42.775,0.312
42.78,0.387
42.785,0.43
42.79,0.498
42.795,0.541
42.8,0.482
42.805,0.41
42.81,0.365
42.815,0.414
42.82,0.466
42.825,0.521
42.83,0.544
42.835,0.501
42.84,0.44
42.845,0.413
42.85,0.402
42.855,0.387
42.86,0.362
42.865,0.333
42.87,0.334
42.875,0.38
42.88,0.532
42.885,0.728
42.89,0.835
42.895,0.646
42.9,0.427
42.905,0.44
42.91,0.495
42.915,0.459
42.92,0.41
42.925,0.386
42.93,0.448
42.935,0.461
42.94,0.378
42.945,0.247
42.95,0.343
42.955,0.467
42.96,0.463
42.965,0.426
42.97,0.386
42.975,0.343
42.98,0.352
42.985,0.435
42.99,0.476
42.995,0.3
43,0.391
43.005,0.525
43.01,0.522
43.015,0.409
43.02,0.332
43.025,0.372
43.03,0.291
43.035,0.268
43.04,0.344
43.045,0.367
43.05,0.384
43.055,0.387
43.06,0.382
43.065,0.348
43.07,0.256
43.075,0.135
43.08,0.253
43.085,0.367
43.09,0.334
43.095,0.281
43.1,0.266
43.105,0.259
43.11,0.248
43.115,0.264
43.12,0.306
43.125,0.398
43.13,0.448
43.135,0.414
43.14,0.338
43.145,0.269
43.15,0.201
43.155,0.197
43.16,0.32
43.165,0.445
43.17,0.447
43.175,0.386
43.18,0.356
43.185,0.36
43.19,0.433
43.195,0.515
43.2,0.578
43.205,0.572
43.21,0.567
43.215,0.563
43.22,0.537
43.225,0.465
43.23,0.397
43.235,0.386
43.24,0.404
43.245,0.429
43.25,0.47
43.255,0.52
43.26,0.554
43.265,0.555
43.27,0.472
43.275,0.413
43.28,0.404
43.285,0.42
43.29,0.654
43.295,0.807
43.3,0.502
43.305,0.431
43.31,0.437
43.315,0.437
43.32,0.445
43.325,0.466
43.33,0.494
43.335,0.512
43.34,0.518
43.345,0.505
43.35,0.484
43.355,0.51
43.36,0.62
43.365,0.773
43.37,0.252
43.375,-0.254
43.38,-0.041
43.385,0.196
43.39,0.384
43.395,0.4
43.4,0.421
43.405,0.45
43.41,0.489
43.415,0.539
43.42,0.625
43.425,0.771
43.43,0.946
43.435,0.7
43.44,0.559
43.445,0.629
43.45,0.687
43.455,0.742
43.46,0.798
43.465,0.686
43.47,0.535
43.475,0.401
43.48,0.335
43.485,0.487
43.49,0.615
43.495,0.416
43.5,0.254
43.505,0.168
43.51,0.119
43.515,0.203
43.52,0.325
43.525,0.428
43.53,0.601
43.535,0.706
43.54,0.752
43.545,0.778
43.55,0.744
43.555,0.696
43.56,0.678
43.565,0.651
43.57,0.603
43.575,0.545
43.58,0.529
43.585,0.524
43.59,0.513
43.595,0.549
43.6,0.571
43.605,0.495
43.61,0.443
43.615,0.461
43.62,0.42
43.625,0.386
43.63,0.329
43.635,0.319
43.64,0.475
43.645,0.593
43.65,0.634
43.655,0.638
43.66,0.631
43.665,0.621
43.67,0.607
43.675,0.583
43.68,0.559
43.685,0.547
43.69,0.54
43.695,0.532
43.7,0.521
43.705,0.509
43.71,0.495
43.715,0.475
43.72,0.453
43.725,0.535
43.73,0.642
43.735,0.57
43.74,0.44
43.745,0.402
43.75,0.393
43.755,0.39
43.76,0.49
43.765,0.593
43.77,0.663
43.775,0.59
43.78,0.491
43.785,0.454
43.79,0.409
43.795,0.379
43.8,0.391
43.805,0.416
43.81,0.43
43.815,0.453
43.82,0.509
43.825,0.57
43.83,0.62
43.835,0.635
43.84,0.628
43.845,0.579
43.85,0.508
43.855,0.476
43.86,0.456
43.865,0.44
43.87,0.446
43.875,0.446
43.88,0.412
43.885,0.361
43.89,0.401
43.895,0.468
43.9,0.522
43.905,0.541
43.91,0.555
43.915,0.589
43.92,0.627
43.925,0.656
43.93,0.66
43.935,0.651
43.94,0.636
43.945,0.617
43.95,0.6
43.955,0.591
43.96,0.585
43.965,0.577
43.97,0.61
43.975,0.642
43.98,0.635
43.985,0.633
43.99,0.621
43.995,0.572
44,0.527
44.005,0.529
44.01,0.544
44.015,0.553
44.02,0.665
44.025,0.781
44.03,0.81
44.035,0.812
44.04,0.761
44.045,0.683
44.05,0.641
44.055,0.669
44.06,0.709
44.065,0.701
44.07,0.669
44.075,0.637
44.08,0.604
44.085,0.598
44.09,0.648
44.095,0.725
44.1,0.736
44.105,0.71
44.11,0.639
44.115,0.544
44.12,0.496
44.125,0.611
44.13,0.737
44.135,0.723
44.14,0.674
44.145,0.657
44.15,0.642
44.155,0.624
44.16,0.596
44.165,0.581
44.17,0.593
44.175,0.618
44.18,0.698
44.185,0.768
44.19,0.765
44.195,0.739
44.2,0.731
44.205,0.736
44.21,0.748
44.215,0.742
44.22,0.731
44.225,0.723
44.23,0.745
44.235,0.759
44.24,0.621
44.245,0.615
44.25,0.567
44.255,0.54
44.26,0.602
44.265,0.588
44.27,0.529
44.275,0.497
44.28,0.531
44.285,0.584
44.29,0.628
44.295,0.571
44.3,0.5
44.305,0.492
44.31,0.549
44.315,0.736
44.32,0.987
44.325,0.766
44.33,0.521
44.335,0.677
44.34,0.788
44.345,0.81
44.35,0.788
44.355,0.775
44.36,0.765
44.365,0.751
44.37,0.593
44.375,0.51
44.38,0.734
44.385,0.776
44.39,0.603
44.395,0.546
44.4,0.546
44.405,0.55
44.41,0.584
44.415,0.705
44.42,0.857
44.425,0.947
44.43,0.818
44.435,0.736
44.44,0.746
44.445,0.787
44.45,0.795
44.455,0.792
44.46,0.797
44.465,0.805
44.47,0.807
44.475,0.795
44.48,0.777
44.485,0.726
44.49,0.673
44.495,0.646
44.5,0.636
44.505,0.66
44.51,0.707
44.515,0.767
44.52,0.785
44.525,0.704
44.53,0.572
44.535,0.688
44.54,0.807
44.545,0.688
44.55,0.645
44.555,0.752
44.56,0.935
44.565,0.919
44.57,0.845
44.575,0.804
44.58,0.772
44.585,0.768
44.59,0.791
44.595,0.794
44.6,0.801
44.605,0.799
44.61,0.762
44.615,0.76
44.62,0.831
44.625,0.938
44.63,0.907
44.635,0.787
44.64,0.778
44.645,0.797
44.65,0.693
44.655,0.609
44.66,0.693
44.665,0.737
44.67,0.7
44.675,0.623
44.68,0.68
44.685,0.751
44.69,0.731
44.695,0.696
44.7,0.63
44.705,0.593
44.71,0.646
44.715,0.711
44.72,0.706
44.725,0.666
44.73,0.766
44.735,0.852
44.74,0.754
44.745,0.68
44.75,0.655
44.755,0.655
44.76,0.684
44.765,0.721
44.77,0.745
44.775,0.752
44.78,0.674
44.785,0.58
44.79,0.675
44.795,0.642
44.8,0.627
44.805,0.667
44.81,0.689
44.815,0.702
44.82,0.679
44.825,0.691
44.83,0.721
44.835,0.683
44.84,0.59
44.845,0.599
44.85,0.705
44.855,0.698
44.86,0.686
44.865,0.685
44.87,0.725
44.875,0.739
44.88,0.704
44.885,0.645
44.89,0.611
44.895,0.631
44.9,0.674
44.905,0.708
44.91,0.749
44.915,0.767
44.92,0.706
44.925,0.61
44.93,0.584
44.935,0.799
44.94,0.937
44.945,0.92
44.95,0.825
44.955,0.754
44.96,0.732
44.965,0.741
44.97,0.736
44.975,0.671
44.98,0.633
44.985,0.746
44.99,0.703
44.995,0.55
45,0.645
45.005,0.708
45.01,0.708
45.015,0.678
45.02,0.661
45.025,0.673
45.03,0.704
45.035,0.725
45.04,0.713
45.045,0.691
45.05,0.674
45.055,0.64
45.06,0.577
45.065,0.608
45.07,0.643
45.075,0.684
45.08,0.721
45.085,0.697
45.09,0.716
45.095,0.693
45.1,0.649
45.105,0.639
45.11,0.628
45.115,0.648
45.12,0.627
45.125,0.595
45.13,0.575
45.135,0.629
45.14,0.64
45.145,0.598
45.15,0.56
45.155,0.541
45.16,0.611
45.165,0.605
45.17,0.443
45.175,0.441
45.18,0.611
45.185,0.679
45.19,0.7
45.195,0.678
45.2,0.653
45.205,0.643
45.21,0.672
45.215,0.693
45.22,0.697
45.225,0.695
45.23,0.7
45.235,0.64
45.24,0.536
45.245,0.551
45.25,0.576
45.255,0.621
45.26,0.677
45.265,0.61
45.27,0.555
45.275,0.659
45.28,0.705
45.285,0.748
45.29,0.745
45.295,0.689
45.3,0.659
45.305,0.662
45.31,0.673
45.315,0.623
45.32,0.642
45.325,0.729
45.33,0.723
45.335,0.704
45.34,0.741
45.345,0.75
45.35,0.702
45.355,0.627
45.36,0.574
45.365,0.588
45.37,0.639
45.375,0.766
45.38,0.853
45.385,0.748
45.39,0.609
45.395,0.515
45.4,0.611
45.405,0.685
45.41,0.716
45.415,0.715
45.42,0.694
45.425,0.717
45.43,0.768
45.435,0.711
45.44,0.651
45.445,0.586
45.45,0.519
45.455,0.687
45.46,0.809
45.465,0.559
45.47,0.564
45.475,0.626
45.48,0.584
45.485,0.576
45.49,0.683
45.495,0.726
45.5,0.627
45.505,0.655
45.51,0.741
45.515,0.56
45.52,0.443
45.525,0.45
45.53,0.51
45.535,0.604
45.54,0.673
45.545,0.58
45.55,0.504
45.555,0.586
45.56,0.62
45.565,0.567
45.57,0.627
45.575,0.657
45.58,0.629
45.585,0.634
45.59,0.631
45.595,0.612
45.6,0.551
45.605,0.527
45.61,0.521
45.615,0.46
45.62,0.331
45.625,0.25
45.63,0.36
45.635,0.447
45.64,0.49
45.645,0.511
45.65,0.571
45.655,0.605
45.66,0.521
45.665,0.534
45.67,0.579
45.675,0.632
45.68,0.673
45.685,0.655
45.69,0.626
45.695,0.626
45.7,0.605
45.705,0.542
45.71,0.459
45.715,0.598
45.72,0.596
45.725,-0.049
45.73,0.192
45.735,0.593
45.74,0.623
45.745,0.577
45.75,0.587
45.755,0.606
45.76,0.636
45.765,0.64
45.77,0.594
45.775,0.522
45.78,0.524
45.785,0.533
45.79,0.523
45.795,0.522
45.8,0.523
45.805,0.52
45.81,0.511
45.815,0.493
45.82,0.491
45.825,0.541
45.83,0.581
45.835,0.602
45.84,0.614
45.845,0.626
45.85,0.668
45.855,0.731
45.86,0.731
45.865,0.695
45.87,0.614
45.875,0.552
45.88,0.529
45.885,0.524
45.89,0.515
45.895,0.514
45.9,0.538
45.905,0.523
45.91,0.45
45.915,0.35
45.92,0.363
45.925,0.457
45.93,0.525
45.935,0.54
45.94,0.563
45.945,0.575
45.95,0.55
45.955,0.571
45.96,0.64
45.965,0.668
45.97,0.447
45.975,0.286
45.98,0.556
45.985,0.444
45.99,0.333
45.995,0.333
46,0.368
46.005,0.455
46.01,0.473
46.015,0.422
46.02,0.53
46.025,0.589
46.03,0.563
46.035,0.594
46.04,0.635
46.045,0.664
46.05,0.582
46.055,0.482
46.06,0.507
46.065,0.576
46.07,0.599
46.075,0.578
46.08,0.537
46.085,0.558
46.09,0.6
46.095,0.635
46.1,0.603
46.105,0.568
46.11,0.553
46.115,0.601
46.12,0.611
46.125,0.617
46.13,0.667
46.135,0.68
46.14,0.681
46.145,0.725
46.15,0.642
46.155,0.551
46.16,0.497
46.165,0.534
