Age,Temperature,Sea level,,Trend Age,Trend Temperature,Trend Sea level,Trend Temperature (long),Trend Sea level (long)
0.000,1.29,0.00,,0.0,-0.22,-63.10,-0.42,-69.83
0.001,1.29,0.00,,0.1,-0.20,-62.49,-0.37,-67.85
0.002,1.37,3.33,,0.2,-0.19,-62.03,-0.32,-65.86
0.003,1.19,-4.00,,0.3,-0.17,-61.25,-0.27,-63.87
0.004,1.17,-4.67,,0.4,-0.17,-61.08,-0.22,-61.88
0.005,1.24,-2.00,,0.5,-0.18,-61.42,-0.17,-59.89
0.006,1.13,-6.67,,0.6,-0.18,-61.60,-0.11,-57.89
0.007,1.06,-9.33,,0.7,-0.16,-60.90,-0.06,-55.89
0.008,0.98,-12.67,,0.8,-0.12,-58.87,-0.01,-53.90
0.009,1.05,-10.00,,0.9,-0.04,-55.85,0.04,-51.90
0.010,0.83,-19.33,,1.0,0.04,-52.36,0.09,-49.90
0.011,0.70,-24.67,,1.1,0.12,-48.90,0.14,-47.91
0.012,0.19,-46.00,,1.2,0.19,-45.86,0.20,-45.92
0.013,-0.03,-55.33,,1.3,0.25,-43.41,0.25,-43.92
0.014,-0.38,-70.00,,1.4,0.30,-41.51,0.30,-41.94
0.015,-0.71,-84.00,,1.5,0.33,-40.06,0.35,-39.95
0.016,-1.13,-101.33,,1.6,0.36,-38.78,0.41,-37.96
0.017,-1.33,-110.00,,1.7,0.40,-37.32,0.46,-35.98
0.018,-1.56,-119.33,,1.8,0.44,-35.61,0.52,-34.00
0.019,-1.46,-115.33,,1.9,0.49,-33.63,0.57,-32.02
0.020,-1.51,-117.33,,2.0,0.54,-31.46,0.63,-30.04
0.021,-1.38,-112.00,,2.1,0.59,-29.32,0.68,-28.05
0.022,-1.33,-110.00,,2.2,0.64,-27.28,0.74,-26.05
0.023,-1.30,-108.67,,2.3,0.68,-25.35,0.81,-24.04
0.024,-1.22,-105.33,,2.4,0.73,-23.37,0.88,-21.99
0.025,-1.24,-106.00,,2.5,0.79,-20.94,0.95,-20.17
0.026,-1.00,-96.00,,2.6,0.86,-17.74,1.02,-18.44
0.027,-1.13,-101.33,,2.7,0.96,-13.84,1.10,-16.80
0.028,-1.13,-101.33,,2.8,1.06,-9.60,1.18,-15.27
0.029,-1.10,-100.00,,2.9,1.16,-5.71,1.26,-13.84
0.030,-0.92,-92.67,,3.0,1.26,-2.80,1.34,-12.51
0.031,-0.92,-92.67,,3.1,1.34,-0.94,1.42,-11.30
0.032,-0.89,-91.33,,3.2,1.43,0.07,1.50,-10.19
0.033,-0.86,-90.00,,3.3,1.53,0.63,1.58,-9.20
0.034,-0.87,-90.67,,3.4,1.64,1.19,1.67,-8.32
0.035,-0.79,-87.33,,3.5,1.75,1.72,1.75,-7.56
0.036,-0.65,-81.33,,3.6,1.86,2.03,1.84,-6.93
0.037,-0.67,-82.00,,3.7,1.97,2.05,1.93,-6.43
0.038,-0.59,-78.67,,3.8,2.07,1.75,2.01,-6.07
0.039,-0.81,-88.00,,3.9,2.16,1.24,2.10,-5.84
0.040,-0.81,-88.00,,4.0,2.26,0.76,2.18,-5.75
0.041,-0.75,-85.33,,4.1,2.35,0.38,2.26,-5.80
0.042,-0.73,-84.67,,4.2,2.45,-0.01,2.34,-5.98
0.043,-0.67,-82.00,,4.3,2.54,-0.69,2.41,-6.27
0.044,-0.70,-83.33,,4.4,2.62,-1.94,2.48,-6.68
0.045,-0.46,-73.33,,4.5,2.68,-3.85,2.55,-7.18
0.046,-0.51,-75.33,,4.6,2.73,-6.04,2.61,-7.76
0.047,-0.54,-76.67,,4.7,2.79,-7.88,2.67,-8.41
0.048,-0.65,-81.33,,4.8,2.87,-8.95,2.73,-9.11
0.049,-0.67,-82.00,,4.9,2.97,-9.25,2.78,-9.85
0.050,-0.48,-74.00,,5.0,3.08,-9.18,2.83,-10.62
0.051,-0.46,-73.33,,5.1,3.17,-9.40,2.87,-11.39
0.052,-0.43,-72.00,,5.2,3.24,-10.41,2.91,-12.16
0.053,-0.63,-80.67,,5.3,3.27,-12.30,2.95,-12.91
0.054,-0.54,-76.67,,5.4,3.26,-14.94,2.98,-13.65
0.055,-0.43,-72.00,,5.5,3.22,-17.92,3.01,-14.37
0.056,-0.49,-74.67,,5.6,3.17,-20.64,3.04,-15.06
0.057,-0.62,-80.00,,5.7,3.13,-22.74,3.07,-15.72
0.058,-0.71,-84.00,,5.8,3.10,-24.01,3.09,-16.35
0.059,-0.62,-80.00,,5.9,3.09,-24.45,3.10,-16.95
0.060,-0.89,-91.33,,6.0,3.09,-24.28,3.12,-17.52
0.061,-0.75,-85.33,,6.1,3.10,-23.61,3.13,-18.06
0.062,-0.89,-91.33,,6.2,3.13,-22.63,3.14,-18.56
0.063,-0.78,-86.67,,6.3,3.15,-21.66,3.15,-19.01
0.064,-0.51,-75.33,,6.4,3.17,-20.92,3.16,-19.43
0.065,-0.70,-83.33,,6.5,3.18,-20.58,3.17,-19.80
0.066,-0.84,-89.33,,6.6,3.18,-20.50,3.17,-19.97
0.067,-0.63,-80.67,,6.7,3.18,-20.50,3.18,-20.27
0.068,-0.60,-79.33,,6.8,3.18,-20.49,3.20,-20.53
0.069,-0.68,-82.67,,6.9,3.18,-20.37,3.21,-20.75
0.070,-0.44,-72.67,,7.0,3.19,-20.11,3.22,-20.92
0.071,-0.29,-66.00,,7.1,3.20,-19.78,3.24,-21.03
0.072,-0.27,-65.33,,7.2,3.20,-19.51,3.25,-21.07
0.073,-0.30,-66.67,,7.3,3.20,-19.53,3.27,-21.04
0.074,0.02,-53.33,,7.4,3.19,-19.96,3.29,-20.94
0.075,0.14,-48.00,,7.5,3.18,-20.63,3.31,-20.77
0.076,-0.03,-55.33,,7.6,3.16,-21.26,3.32,-20.52
0.077,-0.06,-56.67,,7.7,3.15,-21.74,3.34,-20.21
0.078,-0.02,-54.67,,7.8,3.15,-22.18,3.35,-19.85
0.079,-0.02,-54.67,,7.9,3.17,-22.65,3.36,-19.45
0.080,0.22,-44.67,,8.0,3.21,-22.94,3.36,-19.00
0.081,0.35,-39.33,,8.1,3.29,-22.75,3.37,-18.54
0.082,0.38,-38.00,,8.2,3.40,-21.91,3.38,-18.05
0.083,0.33,-40.00,,8.3,3.53,-20.87,3.38,-17.55
0.084,0.35,-39.33,,8.4,3.66,-20.38,3.39,-17.05
0.085,0.14,-48.00,,8.5,3.77,-20.72,3.40,-16.55
0.086,-0.03,-55.33,,8.6,3.86,-21.72,3.40,-16.05
0.087,-0.22,-63.33,,8.7,3.96,-22.87,3.41,-15.57
0.088,-0.11,-58.67,,8.8,4.04,-23.66,3.42,-15.09
0.089,-0.06,-56.67,,8.9,4.07,-23.88,3.43,-14.63
0.090,-0.03,-55.33,,9.0,4.16,-24.16,3.44,-14.18
0.091,0.02,-53.33,,,,,,
0.092,0.10,-50.00,,,,,,
0.093,0.22,-44.67,,,,,,
0.094,0.32,-40.67,,,,,,
0.095,0.43,-36.00,,,,,,
0.096,0.46,-34.67,,,,,,
0.097,0.33,-40.00,,,,,,
0.098,0.22,-44.67,,,,,,
0.099,0.41,-36.67,,,,,,
0.100,0.37,-38.67,,,,,,
0.101,0.19,-46.00,,,,,,
0.102,0.29,-42.00,,,,,,
0.103,0.25,-43.33,,,,,,
0.104,0.19,-46.00,,,,,,
0.105,0.30,-41.33,,,,,,
0.106,0.06,-51.33,,,,,,
0.107,0.00,-54.00,,,,,,
0.108,-0.11,-58.67,,,,,,
0.109,-0.13,-59.33,,,,,,
0.110,0.00,-54.00,,,,,,
0.111,0.03,-52.67,,,,,,
0.112,0.02,-53.33,,,,,,
0.113,0.17,-46.67,,,,,,
0.114,0.37,-38.67,,,,,,
0.115,0.52,-32.00,,,,,,
0.116,0.73,-23.33,,,,,,
0.117,0.79,-20.67,,,,,,
0.118,0.95,-14.00,,,,,,
0.119,1.17,-4.67,,,,,,
0.120,1.22,-2.67,,,,,,
0.121,1.24,-2.00,,,,,,
0.122,1.37,3.33,,,,,,
0.123,1.49,8.67,,,,,,
0.124,1.22,-2.67,,,,,,
0.125,1.43,6.00,,,,,,
0.126,1.40,4.67,,,,,,
0.127,1.06,-9.33,,,,,,
0.128,0.52,-32.00,,,,,,
0.129,0.22,-44.67,,,,,,
0.130,0.59,-29.33,,,,,,
0.131,0.37,-38.67,,,,,,
0.132,-0.25,-64.67,,,,,,
0.133,-0.59,-78.67,,,,,,
0.134,-1.05,-98.00,,,,,,
0.135,-1.30,-108.67,,,,,,
0.136,-1.24,-106.00,,,,,,
0.137,-1.21,-104.67,,,,,,
0.138,-1.35,-110.67,,,,,,
0.139,-1.32,-109.33,,,,,,
0.140,-1.49,-116.67,,,,,,
0.141,-1.22,-105.33,,,,,,
0.142,-1.13,-101.33,,,,,,
0.143,-1.17,-103.33,,,,,,
0.144,-1.24,-106.00,,,,,,
0.145,-1.11,-100.67,,,,,,
0.146,-1.16,-102.67,,,,,,
0.147,-1.24,-106.00,,,,,,
0.148,-1.06,-98.67,,,,,,
0.149,-1.13,-101.33,,,,,,
0.150,-1.13,-101.33,,,,,,
0.151,-0.98,-95.33,,,,,,
0.152,-0.95,-94.00,,,,,,
0.153,-0.92,-92.67,,,,,,
0.154,-0.98,-95.33,,,,,,
0.155,-0.75,-85.33,,,,,,
0.156,-1.17,-103.33,,,,,,
0.157,-1.11,-100.67,,,,,,
0.158,-1.03,-97.33,,,,,,
0.159,-0.98,-95.33,,,,,,
0.160,-1.03,-97.33,,,,,,
0.161,-0.97,-94.67,,,,,,
0.162,-0.98,-95.33,,,,,,
0.163,-1.05,-98.00,,,,,,
0.164,-1.02,-96.67,,,,,,
0.165,-1.02,-96.67,,,,,,
0.166,-0.70,-83.33,,,,,,
0.167,-0.59,-78.67,,,,,,
0.168,-0.70,-83.33,,,,,,
0.169,-0.73,-84.67,,,,,,
0.170,-0.73,-84.67,,,,,,
0.171,-0.78,-86.67,,,,,,
0.172,-0.67,-82.00,,,,,,
0.173,-0.54,-76.67,,,,,,
0.174,-0.38,-70.00,,,,,,
0.175,-0.44,-72.67,,,,,,
0.176,-0.56,-77.33,,,,,,
0.177,-0.67,-82.00,,,,,,
0.178,-0.63,-80.67,,,,,,
0.179,-0.70,-83.33,,,,,,
0.180,-0.56,-77.33,,,,,,
0.181,-0.67,-82.00,,,,,,
0.182,-0.70,-83.33,,,,,,
0.183,-0.52,-76.00,,,,,,
0.184,-0.57,-78.00,,,,,,
0.185,-0.87,-90.67,,,,,,
0.186,-0.68,-82.67,,,,,,
0.187,-0.57,-78.00,,,,,,
0.188,-0.67,-82.00,,,,,,
0.189,-0.56,-77.33,,,,,,
0.190,-0.38,-70.00,,,,,,
0.191,-0.14,-60.00,,,,,,
0.192,0.44,-35.33,,,,,,
0.193,0.19,-46.00,,,,,,
0.194,0.32,-40.67,,,,,,
0.195,0.21,-45.33,,,,,,
0.196,0.35,-39.33,,,,,,
0.197,0.48,-34.00,,,,,,
0.198,0.35,-39.33,,,,,,
0.199,0.75,-22.67,,,,,,
0.200,0.81,-20.00,,,,,,
0.201,0.81,-20.00,,,,,,
0.202,0.65,-26.67,,,,,,
0.203,0.68,-25.33,,,,,,
0.204,0.41,-36.67,,,,,,
0.205,0.35,-39.33,,,,,,
0.206,0.43,-36.00,,,,,,
0.207,0.41,-36.67,,,,,,
0.208,0.52,-32.00,,,,,,
0.209,0.63,-27.33,,,,,,
0.210,0.75,-22.67,,,,,,
0.211,0.70,-24.67,,,,,,
0.212,0.68,-25.33,,,,,,
0.213,0.62,-28.00,,,,,,
0.214,0.76,-22.00,,,,,,
0.215,0.79,-20.67,,,,,,
0.216,0.81,-20.00,,,,,,
0.217,0.89,-16.67,,,,,,
0.218,0.51,-32.67,,,,,,
0.219,0.16,-47.33,,,,,,
0.220,0.10,-50.00,,,,,,
0.221,-0.30,-66.67,,,,,,
0.222,-0.54,-76.67,,,,,,
0.223,-0.63,-80.67,,,,,,
0.224,-0.56,-77.33,,,,,,
0.225,-0.38,-70.00,,,,,,
0.226,-0.40,-70.67,,,,,,
0.227,-0.24,-64.00,,,,,,
0.228,-0.24,-64.00,,,,,,
0.229,0.03,-52.67,,,,,,
0.230,-0.41,-71.33,,,,,,
0.231,-0.29,-66.00,,,,,,
0.232,-0.21,-62.67,,,,,,
0.233,0.11,-49.33,,,,,,
0.234,0.32,-40.67,,,,,,
0.235,0.52,-32.00,,,,,,
0.236,0.60,-28.67,,,,,,
0.237,0.90,-16.00,,,,,,
0.238,0.84,-18.67,,,,,,
0.239,0.95,-14.00,,,,,,
0.240,0.95,-14.00,,,,,,
0.241,0.79,-20.67,,,,,,
0.242,0.57,-30.00,,,,,,
0.243,0.41,-36.67,,,,,,
0.244,-0.02,-54.67,,,,,,
0.245,-0.21,-62.67,,,,,,
0.246,-0.54,-76.67,,,,,,
0.247,-0.43,-72.00,,,,,,
0.248,-0.54,-76.67,,,,,,
0.249,-0.51,-75.33,,,,,,
0.250,-0.73,-84.67,,,,,,
0.251,-0.86,-90.00,,,,,,
0.252,-0.94,-93.33,,,,,,
0.253,-0.76,-86.00,,,,,,
0.254,-0.84,-89.33,,,,,,
0.255,-0.52,-76.00,,,,,,
0.256,-0.62,-80.00,,,,,,
0.257,-0.81,-88.00,,,,,,
0.258,-0.75,-85.33,,,,,,
0.259,-0.76,-86.00,,,,,,
0.260,-0.67,-82.00,,,,,,
0.261,-0.76,-86.00,,,,,,
0.262,-0.65,-81.33,,,,,,
0.263,-0.67,-82.00,,,,,,
0.264,-0.60,-79.33,,,,,,
0.265,-0.63,-80.67,,,,,,
0.266,-0.73,-84.67,,,,,,
0.267,-0.73,-84.67,,,,,,
0.268,-0.46,-73.33,,,,,,
0.269,-0.76,-86.00,,,,,,
0.270,-0.75,-85.33,,,,,,
0.271,-0.73,-84.67,,,,,,
0.272,-0.63,-80.67,,,,,,
0.273,-0.63,-80.67,,,,,,
0.274,-0.54,-76.67,,,,,,
0.275,-0.54,-76.67,,,,,,
0.276,-0.41,-71.33,,,,,,
0.277,-0.63,-80.67,,,,,,
0.278,-0.43,-72.00,,,,,,
0.279,-0.30,-66.67,,,,,,
0.280,-0.16,-60.67,,,,,,
0.281,-0.27,-65.33,,,,,,
0.282,0.10,-50.00,,,,,,
0.283,0.27,-42.67,,,,,,
0.284,0.29,-42.00,,,,,,
0.285,0.32,-40.67,,,,,,
0.286,0.35,-39.33,,,,,,
0.287,0.24,-44.00,,,,,,
0.288,0.03,-52.67,,,,,,
0.289,-0.03,-55.33,,,,,,
0.290,-0.10,-58.00,,,,,,
0.291,-0.11,-58.67,,,,,,
0.292,-0.37,-69.33,,,,,,
0.293,-0.29,-66.00,,,,,,
0.294,-0.46,-73.33,,,,,,
0.295,-0.43,-72.00,,,,,,
0.296,-0.30,-66.67,,,,,,
0.297,-0.41,-71.33,,,,,,
0.298,-0.21,-62.67,,,,,,
0.299,-0.30,-66.67,,,,,,
0.300,0.03,-52.67,,,,,,
0.301,-0.03,-55.33,,,,,,
0.302,-0.03,-55.33,,,,,,
0.303,0.06,-51.33,,,,,,
0.304,-0.05,-56.00,,,,,,
0.305,-0.05,-56.00,,,,,,
0.306,-0.02,-54.67,,,,,,
0.307,0.06,-51.33,,,,,,
0.308,0.30,-41.33,,,,,,
0.309,0.29,-42.00,,,,,,
0.310,0.38,-38.00,,,,,,
0.311,0.54,-31.33,,,,,,
0.312,0.40,-37.33,,,,,,
0.313,0.56,-30.67,,,,,,
0.314,0.43,-36.00,,,,,,
0.315,0.67,-26.00,,,,,,
0.316,0.56,-30.67,,,,,,
0.317,0.24,-44.00,,,,,,
0.318,0.44,-35.33,,,,,,
0.319,0.73,-23.33,,,,,,
0.320,0.60,-28.67,,,,,,
0.321,0.81,-20.00,,,,,,
0.322,0.81,-20.00,,,,,,
0.323,0.90,-16.00,,,,,,
0.324,1.32,1.33,,,,,,
0.325,1.16,-5.33,,,,,,
0.326,1.29,0.00,,,,,,
0.327,1.30,0.67,,,,,,
0.328,1.29,0.00,,,,,,
0.329,1.35,2.67,,,,,,
0.330,1.17,-4.67,,,,,,
0.331,1.19,-4.00,,,,,,
0.332,1.03,-10.67,,,,,,
0.333,1.05,-10.00,,,,,,
0.334,0.84,-18.67,,,,,,
0.335,0.46,-34.67,,,,,,
0.336,-0.06,-56.67,,,,,,
0.337,-0.30,-66.67,,,,,,
0.338,-0.21,-62.67,,,,,,
0.339,-0.60,-79.33,,,,,,
0.340,-0.89,-91.33,,,,,,
0.341,-1.27,-107.33,,,,,,
0.342,-1.25,-106.67,,,,,,
0.343,-1.21,-104.67,,,,,,
0.344,-1.14,-102.00,,,,,,
0.345,-1.19,-104.00,,,,,,
0.346,-1.02,-96.67,,,,,,
0.347,-0.78,-86.67,,,,,,
0.348,-0.71,-84.00,,,,,,
0.349,-0.92,-92.67,,,,,,
0.350,-1.00,-96.00,,,,,,
0.351,-0.95,-94.00,,,,,,
0.352,-0.68,-82.67,,,,,,
0.353,-0.68,-82.67,,,,,,
0.354,-0.57,-78.00,,,,,,
0.355,-0.87,-90.67,,,,,,
0.356,-0.67,-82.00,,,,,,
0.357,-0.81,-88.00,,,,,,
0.358,-0.86,-90.00,,,,,,
0.359,-0.71,-84.00,,,,,,
0.360,-0.79,-87.33,,,,,,
0.361,-0.73,-84.67,,,,,,
0.362,-0.73,-84.67,,,,,,
0.363,-0.78,-86.67,,,,,,
0.364,-0.51,-75.33,,,,,,
0.365,-0.67,-82.00,,,,,,
0.366,-0.44,-72.67,,,,,,
0.367,-0.52,-76.00,,,,,,
0.368,-0.57,-78.00,,,,,,
0.369,-0.54,-76.67,,,,,,
0.370,-0.51,-75.33,,,,,,
0.371,-0.37,-69.33,,,,,,
0.372,-0.60,-79.33,,,,,,
0.373,-0.40,-70.67,,,,,,
0.374,-0.48,-74.00,,,,,,
0.375,-0.25,-64.67,,,,,,
0.376,-0.27,-65.33,,,,,,
0.377,-0.25,-64.67,,,,,,
0.378,-0.24,-64.00,,,,,,
0.379,-0.21,-62.67,,,,,,
0.380,-0.24,-64.00,,,,,,
0.381,-0.17,-61.33,,,,,,
0.382,-0.02,-54.67,,,,,,
0.383,-0.13,-59.33,,,,,,
0.384,-0.06,-56.67,,,,,,
0.385,-0.16,-60.67,,,,,,
0.386,0.03,-52.67,,,,,,
0.387,0.08,-50.67,,,,,,
0.388,0.19,-46.00,,,,,,
0.389,0.24,-44.00,,,,,,
0.390,0.13,-48.67,,,,,,
0.391,0.06,-51.33,,,,,,
0.392,0.11,-49.33,,,,,,
0.393,0.29,-42.00,,,,,,
0.394,0.19,-46.00,,,,,,
0.395,0.44,-35.33,,,,,,
0.396,0.51,-32.67,,,,,,
0.397,0.90,-16.00,,,,,,
0.398,0.79,-20.67,,,,,,
0.399,0.89,-16.67,,,,,,
0.400,1.14,-6.00,,,,,,
0.401,1.33,2.00,,,,,,
0.402,1.38,4.00,,,,,,
0.403,1.41,5.33,,,,,,
0.404,1.33,2.00,,,,,,
0.405,1.48,8.00,,,,,,
0.406,1.35,2.67,,,,,,
0.407,1.32,1.33,,,,,,
0.408,1.38,4.00,,,,,,
0.409,1.30,0.67,,,,,,
0.410,1.41,5.33,,,,,,
0.411,1.19,-4.00,,,,,,
0.412,1.16,-5.33,,,,,,
0.413,1.05,-10.00,,,,,,
0.414,1.00,-12.00,,,,,,
0.415,1.00,-12.00,,,,,,
0.416,0.84,-18.67,,,,,,
0.417,0.75,-22.67,,,,,,
0.418,0.46,-34.67,,,,,,
0.419,0.37,-38.67,,,,,,
0.420,0.43,-36.00,,,,,,
0.421,0.30,-41.33,,,,,,
0.422,0.16,-47.33,,,,,,
0.423,0.03,-52.67,,,,,,
0.424,0.19,-46.00,,,,,,
0.425,-0.41,-71.33,,,,,,
0.426,-0.73,-84.67,,,,,,
0.427,-0.41,-71.33,,,,,,
0.428,-1.08,-99.33,,,,,,
0.429,-1.38,-112.00,,,,,,
0.430,-1.49,-116.67,,,,,,
0.431,-1.60,-121.33,,,,,,
0.432,-1.60,-121.33,,,,,,
0.433,-1.65,-123.33,,,,,,
0.434,-1.65,-123.33,,,,,,
0.435,-1.56,-119.33,,,,,,
0.436,-1.63,-122.67,,,,,,
0.437,-1.37,-111.33,,,,,,
0.438,-1.19,-104.00,,,,,,
0.439,-1.32,-109.33,,,,,,
0.440,-1.14,-102.00,,,,,,
0.441,-1.44,-114.67,,,,,,
0.442,-1.46,-115.33,,,,,,
0.443,-1.38,-112.00,,,,,,
0.444,-1.24,-106.00,,,,,,
0.445,-1.38,-112.00,,,,,,
0.446,-1.24,-106.00,,,,,,
0.447,-0.75,-85.33,,,,,,
0.448,-1.16,-102.67,,,,,,
0.449,-1.10,-100.00,,,,,,
0.450,-1.13,-101.33,,,,,,
0.451,-0.86,-90.00,,,,,,
0.452,-1.10,-100.00,,,,,,
0.453,-0.83,-88.67,,,,,,
0.454,-0.89,-91.33,,,,,,
0.455,-0.59,-78.67,,,,,,
0.456,-0.92,-92.67,,,,,,
0.457,-0.94,-93.33,,,,,,
0.458,-0.81,-88.00,,,,,,
0.459,-0.94,-93.33,,,,,,
0.460,-0.83,-88.67,,,,,,
0.461,-0.87,-90.67,,,,,,
0.462,-0.90,-92.00,,,,,,
0.463,-0.90,-92.00,,,,,,
0.464,-0.63,-80.67,,,,,,
0.465,-0.84,-89.33,,,,,,
0.466,-0.67,-82.00,,,,,,
0.467,-0.63,-80.67,,,,,,
0.468,-0.54,-76.67,,,,,,
0.469,-0.75,-85.33,,,,,,
0.470,-0.46,-73.33,,,,,,
0.471,-0.33,-68.00,,,,,,
0.472,-0.44,-72.67,,,,,,
0.473,-0.51,-75.33,,,,,,
0.474,-0.56,-77.33,,,,,,
0.475,-0.49,-74.67,,,,,,
0.476,-0.41,-71.33,,,,,,
0.477,-0.37,-69.33,,,,,,
0.478,-0.29,-66.00,,,,,,
0.479,-0.13,-59.33,,,,,,
0.480,-0.13,-59.33,,,,,,
0.481,-0.21,-62.67,,,,,,
0.482,0.05,-52.00,,,,,,
0.483,0.11,-49.33,,,,,,
0.484,0.40,-37.33,,,,,,
0.485,0.37,-38.67,,,,,,
0.486,0.44,-35.33,,,,,,
0.487,0.51,-32.67,,,,,,
0.488,0.59,-29.33,,,,,,
0.489,0.70,-24.67,,,,,,
0.490,0.79,-20.67,,,,,,
0.491,0.90,-16.00,,,,,,
0.492,0.65,-26.67,,,,,,
0.493,0.51,-32.67,,,,,,
0.494,0.33,-40.00,,,,,,
0.495,0.33,-40.00,,,,,,
0.496,0.33,-40.00,,,,,,
0.497,0.57,-30.00,,,,,,
0.498,0.35,-39.33,,,,,,
0.499,0.46,-34.67,,,,,,
0.500,0.32,-40.67,,,,,,
0.501,0.41,-36.67,,,,,,
0.502,0.46,-34.67,,,,,,
0.503,0.37,-38.67,,,,,,
0.504,0.21,-45.33,,,,,,
0.505,0.29,-42.00,,,,,,
0.506,0.05,-52.00,,,,,,
0.507,0.17,-46.67,,,,,,
0.508,-0.19,-62.00,,,,,,
0.509,-0.03,-55.33,,,,,,
0.510,-0.16,-60.67,,,,,,
0.511,-0.03,-55.33,,,,,,
0.512,-0.29,-66.00,,,,,,
0.513,-0.33,-68.00,,,,,,
0.514,-0.10,-58.00,,,,,,
0.515,-0.10,-58.00,,,,,,
0.516,0.05,-52.00,,,,,,
0.517,0.13,-48.67,,,,,,
0.518,-0.05,-56.00,,,,,,
0.519,0.13,-48.67,,,,,,
0.520,0.14,-48.00,,,,,,
0.521,0.21,-45.33,,,,,,
0.522,0.25,-43.33,,,,,,
0.523,0.17,-46.67,,,,,,
0.524,0.33,-40.00,,,,,,
0.525,0.19,-46.00,,,,,,
0.526,0.11,-49.33,,,,,,
0.527,0.13,-48.67,,,,,,
0.528,0.19,-46.00,,,,,,
0.529,0.08,-50.67,,,,,,
0.530,0.11,-49.33,,,,,,
0.531,0.19,-46.00,,,,,,
0.532,0.05,-52.00,,,,,,
0.533,-0.11,-58.67,,,,,,
0.534,-0.37,-69.33,,,,,,
0.535,-0.40,-70.67,,,,,,
0.536,-0.81,-88.00,,,,,,
0.537,-0.62,-80.00,,,,,,
0.538,-0.79,-87.33,,,,,,
0.539,-0.70,-83.33,,,,,,
0.540,-0.78,-86.67,,,,,,
0.541,-0.73,-84.67,,,,,,
0.542,-0.65,-81.33,,,,,,
0.543,-0.65,-81.33,,,,,,
0.544,-0.67,-82.00,,,,,,
0.545,-0.62,-80.00,,,,,,
0.546,-0.75,-85.33,,,,,,
0.547,-0.78,-86.67,,,,,,
0.548,-0.81,-88.00,,,,,,
0.549,-0.78,-86.67,,,,,,
0.550,-0.73,-84.67,,,,,,
0.551,-0.65,-81.33,,,,,,
0.552,-0.76,-86.00,,,,,,
0.553,-0.67,-82.00,,,,,,
0.554,-0.40,-70.67,,,,,,
0.555,-0.33,-68.00,,,,,,
0.556,-0.56,-77.33,,,,,,
0.557,-0.49,-74.67,,,,,,
0.558,-0.33,-68.00,,,,,,
0.559,-0.21,-62.67,,,,,,
0.560,-0.16,-60.67,,,,,,
0.561,-0.27,-65.33,,,,,,
0.562,-0.16,-60.67,,,,,,
0.563,-0.21,-62.67,,,,,,
0.564,0.05,-52.00,,,,,,
0.565,0.13,-48.67,,,,,,
0.566,0.29,-42.00,,,,,,
0.567,0.16,-47.33,,,,,,
0.568,0.06,-51.33,,,,,,
0.569,0.11,-49.33,,,,,,
0.570,0.21,-45.33,,,,,,
0.571,0.24,-44.00,,,,,,
0.572,0.71,-24.00,,,,,,
0.573,0.62,-28.00,,,,,,
0.574,0.49,-33.33,,,,,,
0.575,1.03,-10.67,,,,,,
0.576,0.92,-15.33,,,,,,
0.577,0.89,-16.67,,,,,,
0.578,0.86,-18.00,,,,,,
0.579,0.75,-22.67,,,,,,
0.580,0.56,-30.67,,,,,,
0.581,0.06,-51.33,,,,,,
0.582,-0.14,-60.00,,,,,,
0.583,-0.40,-70.67,,,,,,
0.584,-0.43,-72.00,,,,,,
0.585,-0.46,-73.33,,,,,,
0.586,-0.22,-63.33,,,,,,
0.587,-0.11,-58.67,,,,,,
0.588,-0.24,-64.00,,,,,,
0.589,-0.05,-56.00,,,,,,
0.590,-0.08,-57.33,,,,,,
0.591,-0.05,-56.00,,,,,,
0.592,0.03,-52.67,,,,,,
0.593,0.08,-50.67,,,,,,
0.594,0.22,-44.67,,,,,,
0.595,0.25,-43.33,,,,,,
0.596,0.24,-44.00,,,,,,
0.597,0.38,-38.00,,,,,,
0.598,0.08,-50.67,,,,,,
0.599,0.03,-52.67,,,,,,
0.600,-0.05,-56.00,,,,,,
0.602,0.11,-49.33,,,,,,
0.604,0.43,-36.00,,,,,,
0.606,0.38,-38.00,,,,,,
0.608,0.38,-38.00,,,,,,
0.610,0.87,-17.33,,,,,,
0.612,0.83,-19.33,,,,,,
0.614,0.81,-20.00,,,,,,
0.616,0.60,-28.67,,,,,,
0.618,0.37,-38.67,,,,,,
0.620,-0.08,-57.33,,,,,,
0.622,-0.43,-72.00,,,,,,
0.624,-0.94,-93.33,,,,,,
0.626,-1.37,-111.33,,,,,,
0.628,-1.54,-118.67,,,,,,
0.630,-1.65,-123.33,,,,,,
0.632,-1.60,-121.33,,,,,,
0.634,-1.41,-113.33,,,,,,
0.636,-1.52,-118.00,,,,,,
0.638,-1.21,-104.67,,,,,,
0.640,-1.54,-118.67,,,,,,
0.642,-1.13,-101.33,,,,,,
0.644,-1.02,-96.67,,,,,,
0.646,-1.08,-99.33,,,,,,
0.648,-1.13,-101.33,,,,,,
0.650,-1.06,-98.67,,,,,,
0.652,-1.19,-104.00,,,,,,
0.654,-1.16,-102.67,,,,,,
0.656,-0.84,-89.33,,,,,,
0.658,-0.86,-90.00,,,,,,
0.660,-0.95,-94.00,,,,,,
0.662,-1.21,-104.67,,,,,,
0.664,-0.86,-90.00,,,,,,
