Sample,Species,Type,Site,Lat,Lon,Depth,d13C_VPDB,SE_d13C_VPDB,d18O_VPDB,SE_d18O_VPDB,D47_ICDES,SE_D47_ICDES,Tpub,SE_Tpub,Twoa23,SE_Twoa23,Twoa23_500m,SE_Twoa23_500m,Tbottom_woa23,SE_Tbottom_woa23,Tk18,SE_Tk18,Tk18_500m,SE_Tk18_500m,Tiso_species_offset,Tiso_species,SE_Tiso_species,Tiso_species_500m,SE_Tiso_species_500m,Tiso_KON97,SE_Tiso_KON97,Tiso_Mulitza03,SE_Tiso_Mulitza03,Twoa23_vs_Tiso_species,Twoa23_500m_vs_Tiso_species_500m,Ref
1855,Neogloboquadrina pachyderma,planktic,,-43.82,51.32,(25-280),,,2.090,0.100,,,,,5.12,1.64,4.35,1.76,,,8.77,1.36,8.77,1.36,Neogloboquadrina pachyderma,4.67,0.66,4.67,0.63,5.31,0.64,4.31,0.60,,,Waelbroeck et al (2005)
1856,Neogloboquadrina pachyderma,planktic,,68.19,12.30,(25-280),,,1.730,0.100,,,,,7.30,0.91,7.45,1.36,,,5.95,1.36,5.95,1.36,Neogloboquadrina pachyderma,8.22,0.65,8.14,0.65,8.88,0.62,7.63,0.58,,,Waelbroeck et al (2005)
1857,Neogloboquadrina pachyderma,planktic,,68.23,12.47,(25-280),,,1.790,0.100,,,,,7.31,1.01,7.58,1.46,,,5.95,1.36,5.95,1.36,Neogloboquadrina pachyderma,7.96,0.65,7.87,0.65,8.61,0.62,7.39,0.58,,,Waelbroeck et al (2005)
1858,Neogloboquadrina pachyderma,planktic,,-47.75,8.00,(25-280),,,2.240,0.100,,,,,4.27,0.72,3.52,0.89,,,4.84,1.11,4.84,1.11,Neogloboquadrina pachyderma,3.18,0.72,3.27,0.72,3.81,0.70,2.91,0.65,,,Waelbroeck et al (2005)
1859,Neogloboquadrina pachyderma,planktic,,66.68,7.57,(25-280),,,2.100,0.100,,,,,7.59,0.79,7.53,1.08,,,6.00,1.31,6.00,1.31,Neogloboquadrina pachyderma,6.57,0.64,6.57,0.64,7.21,0.62,6.08,0.57,,,Waelbroeck et al (2005)
1860,Neogloboquadrina pachyderma,planktic,,51.09,-43.22,(25-280),,,2.200,0.100,,,,,8.31,1.47,7.26,2.11,,,4.78,1.76,4.78,1.76,Neogloboquadrina pachyderma,4.67,0.76,4.85,0.80,5.31,0.74,4.31,0.69,,,Waelbroeck et al (2005)
1861,Neogloboquadrina pachyderma,planktic,,72.20,-13.00,(25-280),,,3.290,0.100,,,,,0.94,0.63,0.69,0.63,,,0.13,1.24,0.13,1.24,Neogloboquadrina pachyderma,0.35,0.64,0.55,0.67,0.96,0.62,0.24,0.58,,,Waelbroeck et al (2005)
1862,Neogloboquadrina pachyderma,planktic,,75.91,41.01,(25-280),,,3.740,0.100,,,,,0.16,0.76,0.22,1.12,,,-0.58,1.29,-0.58,1.29,Neogloboquadrina pachyderma,-0.31,0.61,-0.31,0.61,0.30,0.59,-0.37,0.55,,,Waelbroeck et al (2005)
1863,Neogloboquadrina pachyderma,planktic,,50.97,-43.22,(25-280),,,2.090,0.100,,,,,8.44,1.44,7.40,2.11,,,4.71,1.68,4.71,1.68,Neogloboquadrina pachyderma,5.32,0.73,5.40,0.76,5.95,0.71,4.91,0.66,,,Waelbroeck et al (2005)
1864,Neogloboquadrina pachyderma,planktic,,51.27,167.73,(25-280),,,2.390,0.100,,,,,3.82,1.24,3.99,1.36,,,3.03,1.29,3.03,1.29,Neogloboquadrina pachyderma,1.63,0.74,1.96,0.85,2.25,0.72,1.45,0.68,,,Waelbroeck et al (2005)
1865,Neogloboquadrina pachyderma,planktic,,68.26,12.34,(25-280),,,1.820,0.100,,,,,7.34,0.89,7.49,1.35,,,5.95,1.36,5.95,1.36,Neogloboquadrina pachyderma,7.83,0.65,7.74,0.65,8.48,0.62,7.26,0.58,,,Waelbroeck et al (2005)
1866,Neogloboquadrina pachyderma,planktic,,-47.02,7.96,(25-280),,,2.400,0.100,,,,,4.61,0.74,4.27,0.97,,,4.84,1.11,4.84,1.11,Neogloboquadrina pachyderma,2.51,0.72,2.59,0.72,3.13,0.69,2.28,0.65,,,Waelbroeck et al (2005)
1867,Neogloboquadrina pachyderma,planktic,,67.75,11.18,(25-280),,,1.880,0.100,,,,,7.49,0.92,7.81,1.34,,,5.95,1.36,5.95,1.36,Neogloboquadrina pachyderma,7.57,0.65,7.48,0.65,8.22,0.62,7.02,0.58,,,Waelbroeck et al (2005)
1868,Neogloboquadrina pachyderma,planktic,,-47.75,8.00,(25-280),,,3.200,0.100,,,,,4.27,0.72,3.52,0.89,,,4.84,1.11,4.84,1.11,Neogloboquadrina pachyderma,-0.81,0.70,-0.73,0.70,-0.20,0.68,-0.84,0.63,discordant,discordant,Waelbroeck et al (2005)
1869,Neogloboquadrina pachyderma,planktic,,81.33,15.30,(25-280),,,3.120,0.100,,,,,2.40,0.79,2.26,0.84,,,-0.53,1.03,-0.53,1.03,Neogloboquadrina pachyderma,0.30,0.64,0.51,0.71,0.92,0.62,0.20,0.58,,,Waelbroeck et al (2005)
1870,Neogloboquadrina pachyderma,planktic,,79.98,7.52,(25-280),,,2.580,0.100,,,,,3.19,0.95,2.96,0.85,,,-0.36,1.44,-0.36,1.44,Neogloboquadrina pachyderma,2.64,0.82,3.15,0.96,3.26,0.80,2.40,0.75,,,Waelbroeck et al (2005)
1871,Neogloboquadrina pachyderma,planktic,,80.00,4.50,(25-280),,,3.190,0.100,,,,,2.98,0.67,2.68,0.67,,,-0.79,1.31,-0.79,1.31,Neogloboquadrina pachyderma,-0.24,0.77,0.26,0.94,0.38,0.75,-0.30,0.70,,,Waelbroeck et al (2005)
1872,Neogloboquadrina pachyderma,planktic,,-47.75,8.00,(25-280),,,2.510,0.100,,,,,4.27,0.72,3.52,0.89,,,4.84,1.11,4.84,1.11,Neogloboquadrina pachyderma,2.05,0.71,2.13,0.71,2.67,0.69,1.84,0.65,,,Waelbroeck et al (2005)
1873,Neogloboquadrina pachyderma,planktic,,-48.90,6.73,(25-280),,,2.880,0.100,,,,,3.23,0.81,3.02,0.70,,,3.98,1.10,3.98,1.10,Neogloboquadrina pachyderma,0.42,0.71,0.55,0.71,1.04,0.68,0.32,0.64,discordant,discordant,Waelbroeck et al (2005)
1874,Neogloboquadrina pachyderma,planktic,,71.64,-8.45,(25-280),,,2.950,0.100,,,,,0.46,0.67,0.43,0.77,,,1.11,1.15,1.11,1.15,Neogloboquadrina pachyderma,2.14,0.62,2.22,0.65,2.76,0.60,1.93,0.56,,,Waelbroeck et al (2005)
1875,Neogloboquadrina pachyderma,planktic,,77.26,9.09,(25-280),,,3.250,0.100,,,,,3.40,0.82,3.00,0.92,,,1.29,1.22,1.29,1.22,Neogloboquadrina pachyderma,0.55,0.71,0.80,0.77,1.17,0.68,0.44,0.64,discordant,,Waelbroeck et al (2005)
1876,Neogloboquadrina pachyderma,planktic,,-57.95,144.58,(25-280),,,3.430,0.100,,,,,1.61,0.74,2.06,0.53,,,2.51,1.08,2.51,1.08,Neogloboquadrina pachyderma,-1.67,0.61,-1.63,0.61,-1.06,0.58,-1.65,0.54,discordant,discordant,Waelbroeck et al (2005)
1877,Neogloboquadrina pachyderma,planktic,,-54.19,144.78,(25-280),,,3.030,0.100,,,,,2.36,0.82,2.42,0.69,,,4.67,1.10,4.67,1.10,Neogloboquadrina pachyderma,0.14,0.61,0.14,0.61,0.75,0.59,0.05,0.55,,,Waelbroeck et al (2005)
1878,Neogloboquadrina pachyderma,planktic,,-50.16,5.77,(25-280),,,2.900,0.100,,,,,2.42,0.46,2.38,0.43,,,2.46,1.09,2.46,1.09,Neogloboquadrina pachyderma,0.30,0.67,0.47,0.67,0.91,0.65,0.20,0.61,,,Waelbroeck et al (2005)
1879,Neogloboquadrina pachyderma,planktic,,-49.02,128.77,(25-280),,,3.560,0.100,,,,,8.95,0.42,8.79,0.44,,,8.11,1.05,8.11,1.05,Neogloboquadrina pachyderma,-1.50,0.63,-1.50,0.63,-0.90,0.61,-1.50,0.57,discordant,discordant,Waelbroeck et al (2005)
1880,Neogloboquadrina pachyderma,planktic,,-50.16,5.77,(25-280),,,2.840,0.100,,,,,2.42,0.46,2.38,0.43,,,2.46,1.09,2.46,1.09,Neogloboquadrina pachyderma,0.55,0.67,0.71,0.68,1.16,0.65,0.43,0.61,,,Waelbroeck et al (2005)
1881,Neogloboquadrina pachyderma,planktic,,-50.16,5.77,(25-280),,,2.650,0.100,,,,,2.42,0.46,2.38,0.43,,,2.46,1.09,2.46,1.09,Neogloboquadrina pachyderma,1.34,0.68,1.50,0.68,1.96,0.66,1.17,0.61,,,Waelbroeck et al (2005)
1882,Neogloboquadrina pachyderma,planktic,,-52.94,109.92,(25-280),,,3.190,0.100,,,,,2.10,0.47,2.19,0.30,,,4.65,1.10,4.65,1.10,Neogloboquadrina pachyderma,-0.65,0.64,-0.61,0.64,-0.04,0.61,-0.69,0.57,discordant,discordant,Waelbroeck et al (2005)
1883,Neogloboquadrina pachyderma,planktic,,-41.72,13.05,(25-280),,,3.080,0.100,,,,,10.87,1.23,9.82,1.94,,,11.76,1.38,11.76,1.38,Neogloboquadrina pachyderma,0.97,0.65,0.93,0.65,1.59,0.62,0.83,0.58,discordant,discordant,Waelbroeck et al (2005)
1884,Neogloboquadrina pachyderma,planktic,,71.92,14.36,(25-280),,,2.660,0.100,,,,,6.23,0.61,5.67,1.09,,,5.55,1.27,5.55,1.27,Neogloboquadrina pachyderma,4.21,0.63,4.12,0.66,4.84,0.61,3.87,0.56,discordant,,Waelbroeck et al (2005)
1885,Neogloboquadrina pachyderma,planktic,,51.00,148.30,(25-280),,,2.140,0.100,,,,,0.95,1.34,1.55,1.88,,,0.22,1.52,0.22,1.52,Neogloboquadrina pachyderma,1.88,0.65,2.21,0.78,2.50,0.63,1.68,0.59,,,Waelbroeck et al (2005)
1886,Neogloboquadrina pachyderma,planktic,,-41.72,13.05,(25-280),,,2.560,0.100,,,,,10.87,1.23,9.82,1.94,,,11.76,1.38,11.76,1.38,Neogloboquadrina pachyderma,3.14,0.66,3.10,0.66,3.77,0.63,2.87,0.59,discordant,discordant,Waelbroeck et al (2005)
1887,Neogloboquadrina pachyderma,planktic,,80.27,6.63,(25-280),,,3.180,0.100,,,,,3.07,0.82,2.78,0.82,,,-0.76,1.33,-0.76,1.33,Neogloboquadrina pachyderma,-0.11,0.77,0.34,0.95,0.50,0.75,-0.19,0.70,,,Waelbroeck et al (2005)
1888,Neogloboquadrina pachyderma,planktic,,72.18,8.58,(25-280),,,2.740,0.100,,,,,5.03,0.66,4.63,1.09,,,4.40,1.26,4.40,1.26,Neogloboquadrina pachyderma,3.70,0.63,3.61,0.63,4.33,0.60,3.39,0.56,,,Waelbroeck et al (2005)
1889,Neogloboquadrina pachyderma,planktic,,48.83,150.47,(25-280),,,2.210,0.100,,,,,1.50,1.32,1.91,1.82,,,0.74,1.55,0.74,1.55,Neogloboquadrina pachyderma,1.83,0.68,2.13,0.78,2.46,0.66,1.64,0.61,,,Waelbroeck et al (2005)
1890,Neogloboquadrina pachyderma,planktic,,50.11,153.20,(25-280),,,1.910,0.100,,,,,1.97,0.74,2.23,1.01,,,1.12,1.41,1.12,1.41,Neogloboquadrina pachyderma,3.14,0.66,3.39,0.72,3.77,0.63,2.87,0.59,,,Waelbroeck et al (2005)
1891,Neogloboquadrina pachyderma,planktic,,53.71,165.01,(25-280),,,2.330,0.100,,,,,3.07,1.10,3.65,1.33,,,2.53,1.31,2.53,1.31,Neogloboquadrina pachyderma,1.71,0.71,2.09,0.85,2.33,0.69,1.53,0.64,,,Waelbroeck et al (2005)
1892,Neogloboquadrina pachyderma,planktic,,-46.77,7.59,(25-280),,,2.320,0.100,,,,,4.76,0.87,4.40,1.10,,,5.71,1.13,5.71,1.13,Neogloboquadrina pachyderma,2.93,0.72,3.02,0.72,3.56,0.70,2.67,0.65,,,Waelbroeck et al (2005)
1893,Neogloboquadrina pachyderma,planktic,,-46.77,7.59,(25-280),,,2.090,0.100,,,,,4.76,0.87,4.40,1.10,,,5.71,1.13,5.71,1.13,Neogloboquadrina pachyderma,3.90,0.72,3.99,0.72,4.54,0.70,3.58,0.65,,,Waelbroeck et al (2005)
1894,Neogloboquadrina pachyderma,planktic,,-47.79,7.10,(25-280),,,1.700,0.100,,,,,4.37,0.86,3.66,1.05,,,4.84,1.11,4.84,1.11,Neogloboquadrina pachyderma,5.49,0.73,5.57,0.73,6.12,0.71,5.07,0.66,,,Waelbroeck et al (2005)
1895,Neogloboquadrina pachyderma,planktic,,37.12,-30.03,(25-280),,,0.670,0.100,,,,,16.18,1.76,14.75,2.44,,,15.39,1.88,15.39,1.88,Neogloboquadrina pachyderma,14.59,0.68,14.41,0.74,15.28,0.65,13.59,0.61,,,Elderfield and Ganssen (2000)
1896,Neogloboquadrina pachyderma,planktic,,40.80,-27.45,(25-280),,,1.190,0.100,,,,,14.70,1.41,13.80,1.92,,,13.41,1.83,13.41,1.83,Neogloboquadrina pachyderma,11.78,0.67,11.64,0.67,12.45,0.64,10.96,0.59,discordant,,Elderfield and Ganssen (2000)
1897,Neogloboquadrina pachyderma,planktic,,66.60,-10.52,(25-280),,,3.708,0.100,,,,,1.23,1.34,1.57,1.86,,,6.96,1.10,6.96,1.10,Neogloboquadrina pachyderma,-0.55,0.61,-0.55,0.61,0.06,0.58,-0.60,0.55,,,Waelbroeck et al (2005)
1898,Neogloboquadrina pachyderma,planktic,,54.36,-148.47,(25-280),,,2.250,0.100,,,,,4.51,0.91,4.68,1.55,,,4.87,1.37,4.87,1.37,Neogloboquadrina pachyderma,1.75,1.22,2.30,1.34,2.37,1.21,1.56,1.13,,,Waelbroeck et al (2005)
1899,Neogloboquadrina pachyderma,planktic,,52.71,-36.09,(25-280),,,2.300,0.100,,,,,6.19,1.13,5.69,1.41,,,6.80,1.61,6.80,1.61,Neogloboquadrina pachyderma,4.67,0.73,4.72,0.73,5.31,0.70,4.31,0.66,,,Waelbroeck et al (2005)
1900,Neogloboquadrina pachyderma,planktic,,70.57,-12.72,(25-280),,,3.300,0.100,,,,,0.76,0.82,0.66,0.97,,,1.04,1.23,1.04,1.23,Neogloboquadrina pachyderma,0.51,0.64,0.68,0.64,1.13,0.62,0.40,0.58,,,Meland et al. (2006)
1901,Neogloboquadrina pachyderma,planktic,,34.29,-120.04,(25-280),,,0.400,0.100,,,,,,,,,,,10.39,2.49,10.39,2.49,Neogloboquadrina pachyderma,11.37,0.73,11.60,0.80,12.04,0.70,10.58,0.66,,,Waelbroeck et al (2005)
1902,Neogloboquadrina pachyderma,planktic,,70.33,-10.63,(25-280),,,3.230,0.100,,,,,0.97,0.74,0.88,1.21,,,1.43,1.16,1.43,1.16,Neogloboquadrina pachyderma,0.93,0.62,1.05,0.65,1.55,0.59,0.79,0.55,,,Meland et al. (2006)
1903,Neogloboquadrina pachyderma,planktic,,51.20,167.77,(25-280),,,2.160,0.100,,,,,3.92,1.22,4.03,1.33,,,3.03,1.29,3.03,1.29,Neogloboquadrina pachyderma,2.59,0.75,2.93,0.85,3.22,0.73,2.35,0.68,,,Waelbroeck et al (2005)
1904,Neogloboquadrina pachyderma,planktic,,53.40,-27.48,(25-280),,,1.290,0.100,,,,,8.28,1.28,7.47,1.74,,,9.44,1.26,9.44,1.26,Neogloboquadrina pachyderma,9.24,0.82,9.41,0.82,9.89,0.80,8.58,0.75,,,Elderfield and Ganssen (2000)
1905,Neogloboquadrina pachyderma,planktic,,65.51,-7.18,(25-280),,,3.100,0.100,,,,,2.60,1.07,1.95,1.61,,,7.85,1.14,7.85,1.14,Neogloboquadrina pachyderma,2.05,0.62,2.05,0.62,2.68,0.60,1.85,0.56,,,Waelbroeck et al (2005)
1906,Neogloboquadrina pachyderma,planktic,,56.93,169.88,(25-280),,,2.810,0.100,,,,,2.87,1.00,3.56,1.46,,,2.71,1.25,2.71,1.25,Neogloboquadrina pachyderma,-0.28,0.67,0.09,0.80,0.33,0.65,-0.35,0.61,discordant,discordant,Waelbroeck et al (2005)
1907,Neogloboquadrina pachyderma,planktic,,50.15,-27.03,(25-280),,,1.270,0.100,,,,,11.11,0.93,10.20,1.51,,,10.79,1.27,10.79,1.27,Neogloboquadrina pachyderma,10.12,0.69,10.12,0.69,10.78,0.66,9.41,0.62,,,Elderfield and Ganssen (2000)
1908,Neogloboquadrina pachyderma,planktic,,70.95,-5.53,(25-280),,,3.310,0.100,,,,,2.15,0.97,1.72,1.51,,,2.30,1.13,2.30,1.13,Neogloboquadrina pachyderma,0.89,0.62,0.89,0.62,1.50,0.59,0.75,0.55,,,Waelbroeck et al (2005)
1909,Neogloboquadrina pachyderma,planktic,,57.93,-29.10,(25-280),,,1.740,0.100,,,,,8.08,0.81,7.77,1.01,,,8.44,1.17,8.44,1.17,Neogloboquadrina pachyderma,7.18,0.71,7.31,0.74,7.82,0.68,6.65,0.64,,,Waelbroeck et al (2005)
1910,Neogloboquadrina pachyderma,planktic,,46.88,-25.25,(25-280),,,0.930,0.100,,,,,12.79,0.88,12.05,1.31,,,11.76,1.37,11.76,1.37,Neogloboquadrina pachyderma,12.41,0.67,12.41,0.67,13.08,0.64,11.55,0.60,,,Elderfield and Ganssen (2000)
1911,Neogloboquadrina pachyderma,planktic,,-48.32,7.76,(25-280),,,2.520,0.100,,,,,3.87,0.84,3.25,0.80,,,3.98,1.10,3.98,1.10,Neogloboquadrina pachyderma,1.92,0.68,2.05,0.71,2.54,0.66,1.72,0.61,,,Waelbroeck et al (2005)
1912,Neogloboquadrina pachyderma,planktic,,54.42,-149.43,(25-280),,,2.280,0.100,,,,,4.46,0.81,4.61,1.42,,,4.87,1.34,4.87,1.34,Neogloboquadrina pachyderma,1.54,1.18,2.13,1.34,2.16,1.17,1.37,1.09,discordant,,Waelbroeck et al (2005)
1913,Neogloboquadrina pachyderma,planktic,,43.92,-24.97,(25-280),,,0.800,0.100,,,,,13.96,1.06,13.31,1.50,,,11.83,1.60,11.83,1.60,Neogloboquadrina pachyderma,13.13,0.67,13.13,0.67,13.81,0.65,12.22,0.60,,,Elderfield and Ganssen (2000)
1914,Neogloboquadrina pachyderma,planktic,,-48.32,7.76,(25-280),,,2.470,0.100,,,,,3.87,0.84,3.25,0.80,,,3.98,1.10,3.98,1.10,Neogloboquadrina pachyderma,2.13,0.68,2.26,0.71,2.75,0.66,1.92,0.62,,,Waelbroeck et al (2005)
1915,Neogloboquadrina pachyderma,planktic,,71.92,14.36,(25-280),,,2.600,0.100,,,,,6.23,0.61,5.67,1.09,,,5.55,1.27,5.55,1.27,Neogloboquadrina pachyderma,4.46,0.63,4.38,0.66,5.10,0.61,4.11,0.57,,,Waelbroeck et al (2005)
1916,Neogloboquadrina pachyderma,planktic,,54.29,-149.61,(25-280),,,2.490,0.100,,,,,4.46,0.84,4.67,1.50,,,4.87,1.34,4.87,1.34,Neogloboquadrina pachyderma,0.67,1.17,1.25,1.33,1.28,1.16,0.55,1.09,discordant,discordant,Waelbroeck et al (2005)
1917,Neogloboquadrina pachyderma,planktic,,42.25,-25.67,(25-280),,,0.890,0.100,,,,,14.22,1.30,13.44,1.73,,,12.32,1.68,12.32,1.68,Neogloboquadrina pachyderma,12.86,0.67,12.82,0.67,13.53,0.64,11.97,0.60,,,Elderfield and Ganssen (2000)
1918,Neogloboquadrina pachyderma,planktic,,-48.32,7.76,(25-280),,,2.220,0.100,,,,,3.87,0.84,3.25,0.80,,,3.98,1.10,3.98,1.10,Neogloboquadrina pachyderma,3.18,0.69,3.31,0.72,3.81,0.66,2.91,0.62,,,Waelbroeck et al (2005)
1919,Neogloboquadrina pachyderma,planktic,,52.28,-35.25,(25-280),,,3.050,0.100,,,,,6.54,1.19,5.99,1.57,,,7.22,1.58,7.22,1.58,Neogloboquadrina pachyderma,1.55,0.71,1.59,0.71,2.17,0.69,1.38,0.64,discordant,discordant,Waelbroeck et al (2005)
1920,Neogloboquadrina pachyderma,planktic,,70.36,-18.21,(25-280),,,3.350,0.100,,,,,0.63,0.61,0.72,0.66,,,0.42,1.32,0.42,1.32,Neogloboquadrina pachyderma,0.14,0.64,0.31,0.67,0.75,0.62,0.05,0.58,,,Meland et al. (2006)
1921,Neogloboquadrina pachyderma,planktic,,62.25,-30.22,(25-280),,,3.240,0.100,,,,,6.53,0.71,6.22,0.88,,,6.32,1.13,6.32,1.13,Neogloboquadrina pachyderma,0.84,0.65,0.93,0.68,1.46,0.62,0.71,0.58,discordant,discordant,Waelbroeck et al (2005)
1922,Neogloboquadrina pachyderma,planktic,,65.35,-8.29,(25-280),,,3.000,0.100,,,,,2.39,1.30,1.67,1.70,,,7.97,1.12,7.97,1.12,Neogloboquadrina pachyderma,2.52,0.62,2.52,0.62,3.14,0.60,2.28,0.56,,,Waelbroeck et al (2005)
1923,Neogloboquadrina pachyderma,planktic,,71.32,-3.55,(25-280),,,3.230,0.100,,,,,2.60,1.07,2.10,1.44,,,1.82,1.12,1.82,1.12,Neogloboquadrina pachyderma,1.18,0.62,1.22,0.62,1.80,0.59,1.02,0.55,,,Meland et al. (2006)
1924,Neogloboquadrina pachyderma,planktic,,33.75,-32.16,(25-280),,,1.570,0.100,,,,,17.86,1.59,16.69,2.62,,,17.17,2.04,17.17,2.04,Neogloboquadrina pachyderma,10.88,0.66,10.66,0.73,11.55,0.63,10.12,0.59,discordant,discordant,Elderfield and Ganssen (2000)
1925,Neogloboquadrina pachyderma,planktic,,72.25,-9.19,(25-280),,,3.500,0.100,,,,,0.67,0.50,0.51,0.68,,,0.92,1.22,0.92,1.22,Neogloboquadrina pachyderma,-0.31,0.64,-0.15,0.64,0.30,0.62,-0.38,0.58,,,Meland et al. (2006)
1926,Neogloboquadrina pachyderma,planktic,,68.00,0.23,(25-280),,,2.290,0.100,,,,,5.53,1.30,4.70,1.93,,,4.53,1.22,4.53,1.22,Neogloboquadrina pachyderma,5.32,0.64,5.28,0.64,5.96,0.61,4.91,0.57,,,Meland et al. (2006)
1927,Neogloboquadrina pachyderma,planktic,,35.41,-29.42,(25-280),,,1.420,0.100,,,,,16.53,1.87,15.02,2.68,,,15.83,2.14,15.83,2.14,Neogloboquadrina pachyderma,11.24,0.66,11.02,0.73,11.91,0.64,10.45,0.59,discordant,,Elderfield and Ganssen (2000)
1928,Neogloboquadrina pachyderma,planktic,,69.34,-3.61,(25-280),,,2.440,0.100,,,,,4.73,1.02,3.97,1.73,,,3.16,1.18,3.16,1.18,Neogloboquadrina pachyderma,4.59,0.63,4.59,0.63,5.23,0.61,4.23,0.57,,,Meland et al. (2006)
1929,Neogloboquadrina pachyderma,planktic,,73.23,5.37,(25-280),,,3.320,0.100,,,,,2.81,0.98,2.32,1.28,,,3.65,1.25,3.65,1.25,Neogloboquadrina pachyderma,1.14,0.62,1.09,0.62,1.76,0.59,0.99,0.55,,,Meland et al. (2006)
1930,Neogloboquadrina pachyderma,planktic,,69.96,-6.16,(25-280),,,2.790,0.100,,,,,2.92,0.94,2.41,1.46,,,3.33,1.13,3.33,1.13,Neogloboquadrina pachyderma,3.11,0.63,3.11,0.63,3.73,0.60,2.83,0.56,,,Meland et al. (2006)
1931,Neogloboquadrina pachyderma,planktic,,38.91,-25.02,(25-280),,,0.950,0.100,,,,,14.91,1.59,13.92,2.02,,,13.94,2.32,13.94,2.32,Neogloboquadrina pachyderma,12.82,0.67,12.68,0.67,13.49,0.64,11.93,0.60,,,Elderfield and Ganssen (2000)
1932,Neogloboquadrina pachyderma,planktic,,70.00,-13.02,(25-280),,,3.400,0.100,,,,,0.52,0.82,0.55,1.05,,,0.71,1.27,0.71,1.27,Neogloboquadrina pachyderma,0.06,0.64,0.22,0.64,0.67,0.62,-0.03,0.58,,,Meland et al. (2006)
1933,Neogloboquadrina pachyderma,planktic,,68.43,-13.87,(25-280),,,3.490,0.100,,,,,0.43,0.74,0.75,1.48,,,5.21,1.14,5.21,1.14,Neogloboquadrina pachyderma,0.22,0.61,0.22,0.61,0.84,0.59,0.13,0.55,,,Meland et al. (2006)
1934,Neogloboquadrina pachyderma,planktic,,62.63,1.19,(25-280),,,2.310,0.100,,,,,8.30,0.93,7.15,2.16,,,7.39,1.32,7.39,1.32,Neogloboquadrina pachyderma,5.71,0.70,5.62,0.70,6.35,0.68,5.27,0.63,,,Meland et al. (2006)
1935,Neogloboquadrina pachyderma,planktic,,38.57,-25.04,(25-280),,,0.650,0.100,,,,,15.00,1.59,13.99,2.13,,,13.94,2.32,13.94,2.32,Neogloboquadrina pachyderma,14.18,0.68,14.05,0.68,14.86,0.65,13.20,0.60,,,Elderfield and Ganssen (2000)
1936,Neogloboquadrina pachyderma,planktic,,62.65,1.67,(25-280),,,2.920,0.100,,,,,8.34,0.89,7.24,2.07,,,7.39,1.32,7.39,1.32,Neogloboquadrina pachyderma,3.11,0.69,3.02,0.69,3.73,0.66,2.84,0.62,discordant,,Meland et al. (2006)
1937,Neogloboquadrina pachyderma,planktic,,70.07,-6.88,(25-280),,,2.900,0.100,,,,,2.53,0.91,1.95,1.45,,,2.21,1.12,2.21,1.12,Neogloboquadrina pachyderma,2.56,0.62,2.60,0.62,3.18,0.60,2.32,0.56,,,Meland et al. (2006)
1938,Neogloboquadrina pachyderma,planktic,,-51.33,-3.32,(25-280),,,2.540,0.100,,,,,1.49,0.54,1.68,0.57,,,1.74,1.08,1.74,1.08,Neogloboquadrina pachyderma,1.84,0.68,1.96,0.71,2.46,0.66,1.65,0.61,,,Waelbroeck et al (2005)
1939,Neogloboquadrina pachyderma,planktic,,74.50,5.70,(25-280),,,3.470,0.100,,,,,2.09,1.05,1.47,1.34,,,3.19,1.19,3.19,1.19,Neogloboquadrina pachyderma,0.43,0.61,0.43,0.61,1.05,0.59,0.32,0.55,,,Meland et al. (2006)
1940,Neogloboquadrina pachyderma,planktic,,53.06,-20.80,(25-280),,,0.950,0.100,,,,,10.61,0.87,10.04,1.19,,,10.24,1.21,10.24,1.21,Neogloboquadrina pachyderma,11.33,0.73,11.46,0.73,11.99,0.70,10.54,0.66,,,Elderfield and Ganssen (2000)
1941,Neogloboquadrina pachyderma,planktic,,-50.74,-3.21,(25-280),,,3.070,0.100,,,,,1.78,0.58,2.14,0.36,,,2.33,1.08,2.33,1.08,Neogloboquadrina pachyderma,-0.40,0.67,-0.24,0.70,0.21,0.65,-0.46,0.60,,,Waelbroeck et al (2005)
1942,Neogloboquadrina pachyderma,planktic,,-54.68,76.63,(25-280),,,3.077,0.100,,,,,1.63,0.62,1.94,0.55,,,1.05,1.07,1.05,1.07,Neogloboquadrina pachyderma,-0.35,0.67,-0.18,0.67,0.26,0.65,-0.41,0.61,,,Vazquez Riverios et al 2016
1943,Neogloboquadrina pachyderma,planktic,,79.41,6.88,(25-280),,,3.900,0.100,,,,,3.20,1.00,2.93,0.84,,,-0.40,1.41,-0.40,1.41,Neogloboquadrina pachyderma,-2.80,0.75,-2.36,0.93,-2.20,0.73,-2.72,0.69,discordant,discordant,Kozdon et al. (2009)
1944,Neogloboquadrina pachyderma,planktic,,-50.74,-3.21,(25-280),,,3.220,0.100,,,,,1.78,0.58,2.14,0.36,,,2.33,1.08,2.33,1.08,Neogloboquadrina pachyderma,-1.02,0.67,-0.85,0.70,-0.41,0.64,-1.04,0.60,discordant,discordant,Waelbroeck et al (2005)
1945,Neogloboquadrina pachyderma,planktic,,-54.92,73.83,(25-280),,,3.150,0.100,,,,,1.71,0.57,2.05,0.44,,,1.27,1.07,1.27,1.07,Neogloboquadrina pachyderma,-0.69,0.67,-0.57,0.70,-0.08,0.65,-0.73,0.60,,,Vazquez Riverios et al 2016
