Sample,Species,Type,Site,Lat,Lon,Depth,d13C_VPDB,SE_d13C_VPDB,d18O_VPDB,SE_d18O_VPDB,D47_ICDES,SE_D47_ICDES,Tpub,SE_Tpub,Twoa23,SE_Twoa23,Twoa23_500m,SE_Twoa23_500m,Tbottom_woa23,SE_Tbottom_woa23,Tk18,SE_Tk18,Tk18_500m,SE_Tk18_500m,Tiso_species_offset,Tiso_species,SE_Tiso_species,Tiso_species_500m,SE_Tiso_species_500m,Tiso_KON97,SE_Tiso_KON97,Tiso_Mulitza03,SE_Tiso_Mulitza03,Twoa23_vs_Tiso_species,Twoa23_500m_vs_Tiso_species_500m,Ref
0678,Globigerinoides ruber white,planktic,,18.73,-16.96,(0-120),,,-1.890,0.100,,,,,18.09,3.53,13.37,3.14,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,25.44,0.71,24.16,1.19,28.35,0.71,25.70,0.66,,,Waelbroeck et al (2005)
0679,Globigerinoides ruber white,planktic,,18.75,-16.83,(0-120),,,-1.830,0.100,,,,,17.68,3.17,17.03,3.18,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,25.14,0.71,23.87,1.19,28.05,0.71,25.42,0.66,,,Waelbroeck et al (2005)
0680,Globigerinoides ruber white,planktic,,18.75,-16.83,(0-120),,,-1.880,0.100,,,,,17.68,3.17,17.03,3.18,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,25.39,0.71,24.11,1.19,28.30,0.71,25.66,0.66,,,Waelbroeck et al (2005)
0681,Globigerinoides ruber white,planktic,,18.77,-16.89,(0-120),,,-2.010,0.100,,,,,17.92,3.38,13.31,3.03,,,20.72,2.54,20.72,2.54,Globigerinoides ruber white,26.04,0.71,24.75,1.19,28.96,0.72,26.26,0.66,,,Waelbroeck et al (2005)
0682,Globigerinoides ruber white,planktic,,14.15,-17.87,(0-120),,,-2.500,0.100,,,,,19.18,4.08,13.54,3.71,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,27.84,0.76,26.64,1.08,30.80,0.76,27.96,0.70,,,Waelbroeck et al (2005)
0683,Globigerinoides ruber white,planktic,,14.14,-17.65,(0-120),,,-2.430,0.100,,,,,19.05,4.01,13.55,3.66,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,27.49,0.75,26.29,1.07,30.44,0.76,27.63,0.70,,,Waelbroeck et al (2005)
0684,Globigerinoides ruber white,planktic,,14.11,-17.60,(0-120),,,-2.130,0.100,,,,,19.65,3.89,19.65,3.89,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,25.99,0.75,24.80,1.06,28.91,0.75,26.22,0.70,,,Waelbroeck et al (2005)
0685,Globigerinoides ruber white,planktic,,14.11,-17.55,(0-120),,,-2.520,0.100,,,,,19.76,4.02,19.76,4.02,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,27.94,0.76,26.74,1.08,30.90,0.76,28.06,0.70,,,Waelbroeck et al (2005)
0686,Globigerinoides ruber white,planktic,,14.12,-17.54,(0-120),,,-2.670,0.100,,,,,19.81,4.02,19.81,4.02,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,28.70,0.76,27.49,1.08,31.68,0.77,28.77,0.71,,,Waelbroeck et al (2005)
0687,Globigerinoides ruber white,planktic,,14.12,-17.53,(0-120),,,-2.640,0.100,,,,,19.80,4.01,19.80,4.01,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,28.55,0.76,27.34,1.08,31.52,0.77,28.63,0.71,,,Waelbroeck et al (2005)
0688,Globigerinoides ruber white,planktic,,14.12,-17.52,(0-120),,,-2.650,0.100,,,,,19.80,4.01,19.80,4.01,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,28.60,0.76,27.39,1.08,31.57,0.77,28.67,0.71,,,Waelbroeck et al (2005)
0689,Globigerinoides ruber white,planktic,,14.12,-17.52,(0-120),,,-2.530,0.100,,,,,19.80,4.01,19.80,4.01,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,27.99,0.76,26.79,1.08,30.96,0.76,28.10,0.70,,,Waelbroeck et al (2005)
0690,Globigerinoides ruber white,planktic,,14.13,-17.45,(0-120),,,-2.520,0.100,,,,,19.78,3.99,19.78,3.99,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,27.94,0.76,26.74,1.08,30.90,0.76,28.06,0.70,,,Waelbroeck et al (2005)
0691,Globigerinoides ruber white,planktic,,19.37,-19.93,(0-120),,,-1.900,0.100,,,,,19.22,2.69,14.14,3.47,,,20.30,2.24,20.30,2.24,Globigerinoides ruber white,25.49,0.71,24.31,1.10,28.40,0.71,25.75,0.66,,,Waelbroeck et al (2005)
0692,Globigerinoides ruber white,planktic,,12.53,-17.64,(0-120),,,-2.340,0.100,,,,,19.72,4.29,14.09,4.10,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,26.39,0.86,25.40,0.98,29.32,0.87,26.60,0.81,,,Waelbroeck et al (2005)
0693,Globigerinoides ruber white,planktic,,12.53,-17.62,(0-120),,,-2.370,0.100,,,,,20.35,4.20,20.35,4.20,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,26.54,0.86,25.55,0.98,29.47,0.87,26.74,0.81,,,Waelbroeck et al (2005)
0694,Globigerinoides ruber white,planktic,,12.54,-17.60,(0-120),,,-2.290,0.100,,,,,20.36,4.18,20.36,4.18,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,26.14,0.86,25.15,0.98,29.07,0.87,26.36,0.80,,,Waelbroeck et al (2005)
0695,Globigerinoides ruber white,planktic,,12.54,-17.59,(0-120),,,-2.360,0.100,,,,,20.30,4.17,20.30,4.17,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,26.49,0.86,25.50,0.98,29.42,0.87,26.69,0.81,,,Waelbroeck et al (2005)
0696,Globigerinoides ruber white,planktic,,12.54,-17.58,(0-120),,,-2.100,0.100,,,,,20.32,4.17,20.32,4.17,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,25.20,0.86,24.21,0.97,28.11,0.87,25.47,0.80,,,Waelbroeck et al (2005)
0697,Globigerinoides ruber white,planktic,,12.54,-17.56,(0-120),,,-2.280,0.100,,,,,20.22,4.13,20.22,4.13,,,21.17,4.41,21.17,4.41,Globigerinoides ruber white,26.09,0.86,25.10,0.98,29.02,0.87,26.31,0.80,,,Waelbroeck et al (2005)
0698,Globigerinoides ruber white,planktic,,15.57,-17.55,(0-120),,,-2.440,0.100,,,,,19.07,3.95,13.56,3.62,,,21.06,3.44,21.06,3.44,Globigerinoides ruber white,27.54,0.75,26.34,1.07,30.49,0.76,27.68,0.70,,,Waelbroeck et al (2005)
0699,Globigerinoides ruber white,planktic,,20.98,-17.88,(0-120),,,-1.620,0.100,,,,,17.70,1.63,13.98,2.58,,,19.79,2.01,19.79,2.01,Globigerinoides ruber white,24.06,0.70,23.09,1.01,26.95,0.71,24.40,0.65,discordant,discordant,Waelbroeck et al (2005)
0700,Globigerinoides ruber white,planktic,,-21.27,-38.93,(0-120),,,-1.640,0.100,,,,,24.52,1.48,17.38,5.21,,,22.82,2.09,22.82,2.09,Globigerinoides ruber white,24.45,0.77,22.45,1.54,27.35,0.78,24.77,0.72,,,Waelbroeck et al (2005)
0701,Globigerinoides ruber white,planktic,,-20.96,-39.56,(0-120),,,-1.320,0.100,,,,,24.35,1.66,16.90,5.26,,,23.01,2.17,23.01,2.17,Globigerinoides ruber white,22.74,0.80,20.81,1.52,25.60,0.81,23.16,0.75,,,Waelbroeck et al (2005)
0702,Globigerinoides ruber white,planktic,,7.34,-20.47,(0-120),,,-1.490,0.100,,,,,21.19,4.94,13.59,5.00,,,21.72,4.34,21.72,4.34,Globigerinoides ruber white,22.31,0.84,21.06,1.04,25.16,0.85,22.75,0.79,,,Waelbroeck et al (2005)
0703,Globigerinoides ruber white,planktic,,-3.48,-7.59,(0-120),,,-1.580,0.100,,,,,20.42,4.84,13.29,4.97,,,21.36,3.84,21.36,3.84,Globigerinoides ruber white,22.16,0.73,21.25,0.95,25.01,0.73,22.61,0.68,,,Waelbroeck et al (2005)
0704,Globigerinoides ruber white,planktic,,-5.54,-1.77,(0-120),,,-1.430,0.100,,,,,20.57,4.65,12.90,5.03,,,20.98,3.71,20.98,3.71,Globigerinoides ruber white,21.15,0.69,20.43,0.87,23.98,0.69,21.66,0.64,,,Waelbroeck et al (2005)
0705,Globigerinoides ruber white,planktic,,-6.21,0.88,(0-120),,,-1.270,0.100,,,,,19.77,4.28,12.76,4.59,,,20.95,3.71,20.95,3.71,Globigerinoides ruber white,20.29,0.68,19.62,0.86,23.10,0.69,20.84,0.64,,,Waelbroeck et al (2005)
0706,Globigerinoides ruber white,planktic,,-21.60,5.03,(0-120),,,-0.960,0.100,,,,,18.99,2.02,12.99,4.31,,,18.57,2.10,18.57,2.10,Globigerinoides ruber white,19.29,0.75,18.06,1.01,22.08,0.76,19.90,0.70,,,Waelbroeck et al (2005)
0707,Globigerinoides ruber white,planktic,,-21.72,5.43,(0-120),,,-0.960,0.100,,,,,18.70,1.99,12.82,4.17,,,18.57,2.10,18.57,2.10,Globigerinoides ruber white,19.29,0.75,18.06,1.01,22.08,0.76,19.90,0.70,,,Waelbroeck et al (2005)
0708,Globigerinoides ruber white,planktic,,-22.06,5.54,(0-120),,,-0.750,0.100,,,,,18.76,2.00,12.84,4.16,,,18.57,2.03,18.57,2.03,Globigerinoides ruber white,18.20,0.74,17.07,1.01,20.97,0.75,18.87,0.69,,,Waelbroeck et al (2005)
0709,Globigerinoides ruber white,planktic,,-21.06,8.23,(0-120),,,-0.780,0.100,,,,,18.18,2.17,12.35,4.04,,,17.84,2.19,17.84,2.19,Globigerinoides ruber white,18.20,0.74,17.17,0.97,20.97,0.75,18.87,0.69,,,Waelbroeck et al (2005)
0710,Globigerinoides ruber white,planktic,,-17.17,11.55,(0-120),,,-1.830,0.100,,,,,16.09,1.74,16.09,1.74,,,17.90,2.63,17.90,2.63,Globigerinoides ruber white,23.19,0.81,22.21,0.96,26.05,0.81,23.58,0.75,,,Waelbroeck et al (2005)
0711,Globigerinoides ruber white,planktic,,-17.17,11.65,(0-120),,,-1.450,0.100,,,,,,,,,,,17.90,2.63,17.90,2.63,Globigerinoides ruber white,21.34,0.80,20.38,0.95,24.18,0.80,21.84,0.74,,,Waelbroeck et al (2005)
0712,Globigerinoides ruber white,planktic,,-11.74,10.55,(0-120),,,-1.460,0.100,,,,,18.82,3.85,12.80,4.11,,,19.99,3.98,19.99,3.98,Globigerinoides ruber white,20.96,0.69,20.48,0.79,23.78,0.69,21.48,0.64,,,Waelbroeck et al (2005)
0713,Globigerinoides ruber white,planktic,,-11.77,11.68,(0-120),,,-1.797,0.100,,,,,18.88,4.01,12.88,4.22,,,19.85,3.97,19.85,3.97,Globigerinoides ruber white,22.39,0.73,22.00,0.80,25.24,0.73,22.83,0.68,,,Waelbroeck et al (2005)
0714,Globigerinoides ruber white,planktic,,-11.59,11.70,(0-120),,,-1.670,0.100,,,,,19.03,4.00,12.96,4.27,,,19.85,3.97,19.85,3.97,Globigerinoides ruber white,21.78,0.73,21.39,0.80,24.62,0.73,22.25,0.68,,,Waelbroeck et al (2005)
0715,Globigerinoides ruber white,planktic,,-11.78,12.85,(0-120),,,-1.610,0.100,,,,,18.95,3.58,13.01,4.27,,,19.79,4.04,19.79,4.04,Globigerinoides ruber white,21.20,0.83,21.34,0.80,24.03,0.84,21.70,0.78,,,Waelbroeck et al (2005)
0716,Globigerinoides ruber white,planktic,,-11.79,13.30,(0-120),,,-1.990,0.100,,,,,19.52,3.72,14.74,4.26,,,19.73,4.07,19.73,4.07,Globigerinoides ruber white,22.90,0.92,23.04,0.88,25.76,0.94,23.30,0.86,,,Waelbroeck et al (2005)
0717,Globigerinoides ruber white,planktic,,-11.80,13.45,(0-120),,,-1.490,0.100,,,,,20.85,3.62,20.85,3.62,,,19.73,4.07,19.73,4.07,Globigerinoides ruber white,20.48,0.91,20.62,0.87,23.30,0.92,21.03,0.85,,,Waelbroeck et al (2005)
0718,Globigerinoides ruber white,planktic,,-11.80,13.66,(0-120),,,-1.390,0.100,,,,,,,,,,,19.73,4.07,19.73,4.07,Globigerinoides ruber white,20.00,0.91,20.15,0.87,22.81,0.92,20.57,0.85,,,Waelbroeck et al (2005)
0719,Globigerinoides ruber white,planktic,,-6.58,10.32,(0-120),,,-1.640,0.100,,,,,19.28,3.66,13.30,4.58,,,20.17,4.13,20.17,4.13,Globigerinoides ruber white,21.54,0.80,21.30,0.80,24.37,0.81,22.02,0.75,,,Waelbroeck et al (2005)
0720,Globigerinoides ruber white,planktic,,-6.40,10.94,(0-120),,,-1.430,0.100,,,,,19.44,3.46,13.37,4.62,,,20.17,4.13,20.17,4.13,Globigerinoides ruber white,20.53,0.79,20.29,0.79,23.34,0.80,21.07,0.74,,,Waelbroeck et al (2005)
0721,Globigerinoides ruber white,planktic,,-6.29,11.30,(0-120),,,-1.780,0.100,,,,,19.61,3.53,13.89,4.60,,,20.17,4.13,20.17,4.13,Globigerinoides ruber white,22.21,0.80,21.97,0.80,25.06,0.81,22.66,0.75,,,Waelbroeck et al (2005)
0722,Globigerinoides ruber white,planktic,,-6.24,11.50,(0-120),,,-1.740,0.100,,,,,19.71,3.46,19.07,3.44,,,20.17,4.13,20.17,4.13,Globigerinoides ruber white,22.02,0.80,21.78,0.80,24.87,0.81,22.48,0.75,,,Waelbroeck et al (2005)
0723,Globigerinoides ruber white,planktic,,-5.87,11.97,(0-120),,,-1.700,0.100,,,,,25.59,2.25,25.59,2.25,,,20.18,4.02,20.18,4.02,Globigerinoides ruber white,21.63,0.88,21.54,0.84,24.47,0.89,22.11,0.82,,,Waelbroeck et al (2005)
0724,Globigerinoides ruber white,planktic,,-5.70,11.71,(0-120),,,-1.560,0.100,,,,,22.06,3.17,22.06,3.17,,,20.18,4.02,20.18,4.02,Globigerinoides ruber white,20.96,0.87,20.86,0.83,23.78,0.88,21.48,0.82,,,Waelbroeck et al (2005)
0725,Globigerinoides ruber white,planktic,,17.43,-77.66,(0-120),,,-2.180,0.100,,,,,27.97,0.96,23.07,4.40,,,26.56,1.75,26.56,1.75,Globigerinoides ruber white,26.89,0.75,26.09,1.16,29.83,0.76,27.06,0.70,,,Waelbroeck et al (2005)
0726,Globigerinoides ruber white,planktic,,31.31,-30.48,(0-120),,,-0.550,0.100,,,,,20.58,1.69,17.35,2.58,,,19.90,2.17,19.90,2.17,Globigerinoides ruber white,18.81,0.68,18.34,0.78,21.59,0.68,19.45,0.63,,,Waelbroeck et al (2005)
0727,Globigerinoides ruber white,planktic,,33.75,-32.16,(0-120),,,-0.540,0.100,,,,,19.93,1.96,16.68,2.61,,,19.35,2.27,19.35,2.27,Globigerinoides ruber white,18.67,0.68,18.34,0.74,21.45,0.68,19.31,0.63,,,Waelbroeck et al (2005)
0728,Globigerinoides ruber white,planktic,,33.85,-30.09,(0-120),,,-0.680,0.100,,,,,19.56,1.91,16.17,2.63,,,19.16,2.26,19.16,2.26,Globigerinoides ruber white,19.19,0.68,18.86,0.75,21.98,0.68,19.81,0.63,,,Waelbroeck et al (2005)
0729,Globigerinoides ruber white,planktic,,35.41,-29.42,(0-120),,,-0.880,0.100,,,,,18.63,2.12,15.02,2.68,,,18.23,2.34,18.23,2.34,Globigerinoides ruber white,19.90,0.68,19.62,0.75,22.71,0.69,20.48,0.64,,,Waelbroeck et al (2005)
0730,Globigerinoides ruber white,planktic,,38.57,-25.03,(0-120),,,-0.720,0.100,,,,,17.10,2.09,13.99,2.13,,,16.66,2.46,16.66,2.46,Globigerinoides ruber white,18.53,0.68,18.39,0.67,21.31,0.68,19.18,0.63,,,Waelbroeck et al (2005)
0731,Globigerinoides ruber white,planktic,,20.92,-19.72,(0-120),,,-1.150,0.100,,,,,19.77,1.98,15.04,3.34,,,19.95,2.06,19.95,2.06,Globigerinoides ruber white,21.77,0.69,20.76,1.03,24.61,0.70,22.25,0.64,,,Waelbroeck et al (2005)
0732,Globigerinoides ruber white,planktic,,-20.82,-39.86,(0-120),,,-1.650,0.100,,,,,24.12,1.88,16.95,4.96,,,23.01,2.17,23.01,2.17,Globigerinoides ruber white,24.36,0.81,22.41,1.54,27.25,0.82,24.68,0.76,,,Waelbroeck et al (2005)
0733,Globigerinoides ruber white,planktic,,1.66,-10.98,(0-120),,,-2.130,0.100,,,,,21.60,5.05,13.53,5.63,,,21.58,3.95,21.58,3.95,Globigerinoides ruber white,25.15,0.78,24.07,1.06,28.06,0.79,25.43,0.73,,,Waelbroeck et al (2005)
0734,Globigerinoides ruber white,planktic,,-5.94,-8.14,(0-120),,,-1.440,0.100,,,,,21.84,4.15,12.77,5.59,,,21.57,3.75,21.57,3.75,Globigerinoides ruber white,21.54,0.72,20.53,0.99,24.37,0.73,22.02,0.68,,,Waelbroeck et al (2005)
0735,Globigerinoides ruber white,planktic,,-29.11,-45.22,(0-120),,,-1.090,0.100,,,,,21.78,1.61,16.60,3.87,,,20.45,2.00,20.45,2.00,Globigerinoides ruber white,20.91,0.72,19.71,1.20,23.73,0.73,21.43,0.67,,,Waelbroeck et al (2005)
0736,Globigerinoides ruber white,planktic,,-27.91,-45.88,(0-120),,,-1.150,0.100,,,,,22.79,1.49,17.01,4.34,,,20.49,2.25,20.49,2.25,Globigerinoides ruber white,21.10,0.69,19.76,1.24,23.93,0.69,21.61,0.64,,,Waelbroeck et al (2005)
0737,Globigerinoides ruber white,planktic,,-26.74,-46.74,(0-120),,,-1.150,0.100,,,,,21.56,2.16,20.88,2.41,,,19.82,2.51,19.82,2.51,Globigerinoides ruber white,20.86,0.72,20.29,0.91,23.68,0.73,21.38,0.67,,,Waelbroeck et al (2005)
0738,Globigerinoides ruber white,planktic,,-6.57,10.32,(0-120),,,-2.280,0.100,,,,,19.34,3.68,13.33,4.61,,,20.17,4.13,20.17,4.13,Globigerinoides ruber white,24.66,0.81,24.41,0.81,27.56,0.82,24.96,0.76,,,Waelbroeck et al (2005)
0739,Globigerinoides ruber white,planktic,,1.95,3.55,(0-120),,,-2.050,0.100,,,,,21.04,4.93,13.59,5.53,,,21.24,4.39,21.24,4.39,Globigerinoides ruber white,24.31,0.74,23.53,0.93,27.20,0.74,24.64,0.69,,,Waelbroeck et al (2005)
0740,Globigerinoides ruber white,planktic,,4.03,-41.68,(0-120),,,-1.980,0.100,,,,,26.21,2.75,14.46,7.49,,,25.07,2.56,25.07,2.56,Globigerinoides ruber white,25.25,0.78,23.24,1.45,28.15,0.79,25.52,0.73,,,Waelbroeck et al (2005)
0741,Globigerinoides ruber white,planktic,,3.68,-32.01,(0-120),,,-0.920,0.100,,,,,24.54,4.10,14.28,6.25,,,23.79,3.02,23.79,3.02,Globigerinoides ruber white,19.90,0.79,18.25,1.27,22.71,0.80,20.48,0.74,,,Waelbroeck et al (2005)
0742,Globigerinoides ruber white,planktic,,-15.54,-17.07,(0-120),,,-1.270,0.100,,,,,23.32,1.35,15.02,5.91,,,23.42,1.77,23.42,1.77,Globigerinoides ruber white,22.06,0.73,20.10,1.47,24.91,0.73,22.52,0.68,,,Waelbroeck et al (2005)
0743,Globigerinoides ruber white,planktic,,-20.37,-12.71,(0-120),,,-0.970,0.100,,,,,22.33,1.43,15.43,5.20,,,22.20,1.90,22.20,1.90,Globigerinoides ruber white,20.33,0.72,18.62,1.36,23.15,0.72,20.89,0.67,,,Waelbroeck et al (2005)
0744,Globigerinoides ruber white,planktic,,-15.53,-11.58,(0-120),,,-1.110,0.100,,,,,22.20,1.63,13.95,5.52,,,22.18,1.93,22.18,1.93,Globigerinoides ruber white,21.10,0.76,19.19,1.41,23.93,0.76,21.61,0.71,,,Waelbroeck et al (2005)
0745,Globigerinoides ruber white,planktic,,-15.53,-10.73,(0-120),,,-0.910,0.100,,,,,22.10,1.61,14.24,5.66,,,21.98,1.95,21.98,1.95,Globigerinoides ruber white,20.14,0.75,18.25,1.40,22.95,0.76,20.71,0.70,,,Waelbroeck et al (2005)
0746,Globigerinoides ruber white,planktic,,-15.68,-9.46,(0-120),,,-0.890,0.100,,,,,21.82,1.57,13.87,5.44,,,21.72,1.97,21.72,1.97,Globigerinoides ruber white,20.05,0.75,18.15,1.40,22.85,0.76,20.62,0.70,,,Waelbroeck et al (2005)
0747,Globigerinoides ruber white,planktic,,-4.33,-10.26,(0-120),,,-1.670,0.100,,,,,21.06,4.43,13.04,5.10,,,21.62,3.86,21.62,3.86,Globigerinoides ruber white,22.75,0.77,21.68,1.00,25.61,0.77,23.16,0.72,,,Waelbroeck et al (2005)
0748,Globigerinoides ruber white,planktic,,-0.08,-10.78,(0-120),,,-1.650,0.100,,,,,21.00,4.26,13.41,5.34,,,21.59,3.87,21.59,3.87,Globigerinoides ruber white,22.79,0.77,21.68,1.04,25.65,0.77,23.21,0.72,,,Waelbroeck et al (2005)
0749,Globigerinoides ruber white,planktic,,-1.20,-11.71,(0-120),,,-1.580,0.100,,,,,20.75,4.38,13.29,5.22,,,21.65,3.81,21.65,3.81,Globigerinoides ruber white,22.50,0.76,21.34,1.04,25.36,0.77,22.93,0.71,,,Waelbroeck et al (2005)
0750,Globigerinoides ruber white,planktic,,-2.17,-10.07,(0-120),,,-1.380,0.100,,,,,20.01,4.65,13.04,4.84,,,21.60,3.85,21.60,3.85,Globigerinoides ruber white,21.44,0.72,20.34,1.03,24.27,0.73,21.93,0.68,,,Waelbroeck et al (2005)
0751,Globigerinoides ruber white,planktic,,-6.93,9.00,(0-120),,,-1.620,0.100,,,,,19.04,3.70,13.18,4.51,,,20.36,4.07,20.36,4.07,Globigerinoides ruber white,21.44,0.80,21.20,0.80,24.27,0.80,21.93,0.74,,,Waelbroeck et al (2005)
0752,Globigerinoides ruber white,planktic,,-28.84,-31.08,(0-120),,,-0.970,0.100,,,,,20.56,1.61,15.73,3.55,,,19.91,2.17,19.91,2.17,Globigerinoides ruber white,20.71,0.72,19.48,1.20,23.54,0.73,21.25,0.67,,,Waelbroeck et al (2005)
0753,Globigerinoides ruber white,planktic,,-31.66,-30.03,(0-120),,,-0.510,0.100,,,,,19.30,1.59,15.43,2.97,,,18.51,1.94,18.51,1.94,Globigerinoides ruber white,18.10,0.67,17.21,1.05,20.87,0.68,18.78,0.63,,,Waelbroeck et al (2005)
0754,Globigerinoides ruber white,planktic,,-31.66,-29.66,(0-120),,,-0.730,0.100,,,,,19.19,1.56,15.34,2.91,,,18.52,1.95,18.52,1.95,Globigerinoides ruber white,19.09,0.68,18.20,1.06,21.88,0.68,19.72,0.63,,,Waelbroeck et al (2005)
0755,Globigerinoides ruber white,planktic,,-31.51,-29.10,(0-120),,,-1.070,0.100,,,,,19.38,1.59,15.41,3.04,,,18.52,1.95,18.52,1.95,Globigerinoides ruber white,20.72,0.69,19.81,1.07,23.54,0.69,21.25,0.64,,,Waelbroeck et al (2005)
0756,Globigerinoides ruber white,planktic,,-31.59,-28.90,(0-120),,,-0.030,0.100,,,,,19.36,1.67,15.29,3.01,,,18.44,1.96,18.44,1.96,Globigerinoides ruber white,15.77,0.66,14.89,1.03,18.49,0.67,16.58,0.62,discordant,,Waelbroeck et al (2005)
0757,Globigerinoides ruber white,planktic,,-31.67,-28.66,(0-120),,,0.240,0.100,,,,,19.31,1.62,15.35,3.04,,,18.44,1.96,18.44,1.96,Globigerinoides ruber white,14.52,0.66,13.66,1.02,17.23,0.66,15.40,0.61,discordant,,Waelbroeck et al (2005)
0758,Globigerinoides ruber white,planktic,,-32.79,-27.75,(0-120),,,-0.280,0.100,,,,,18.62,1.85,14.87,2.94,,,17.90,1.86,17.90,1.86,Globigerinoides ruber white,16.84,0.67,16.00,1.00,19.58,0.67,17.59,0.62,,,Waelbroeck et al (2005)
0759,Globigerinoides ruber white,planktic,,-24.03,5.31,(0-120),,,0.040,0.100,,,,,18.79,1.81,13.33,4.02,,,18.54,1.91,18.54,1.91,Globigerinoides ruber white,14.43,0.69,13.34,0.98,17.13,0.69,15.31,0.64,discordant,,Waelbroeck et al (2005)
0760,Globigerinoides ruber white,planktic,,-24.60,6.86,(0-120),,,-0.550,0.100,,,,,18.28,1.80,12.84,3.75,,,18.32,1.92,18.32,1.92,Globigerinoides ruber white,17.12,0.70,16.05,1.00,19.87,0.71,17.85,0.66,,,Waelbroeck et al (2005)
0761,Globigerinoides ruber white,planktic,,-25.05,5.50,(0-120),,,0.450,0.100,,,,,18.54,1.72,13.17,3.81,,,18.62,1.86,18.62,1.86,Globigerinoides ruber white,12.56,0.68,11.53,0.97,15.23,0.69,13.54,0.64,discordant,,Waelbroeck et al (2005)
0762,Globigerinoides ruber white,planktic,,-26.55,5.02,(0-120),,,-1.340,0.100,,,,,18.52,1.76,13.26,3.73,,,18.69,1.81,18.69,1.81,Globigerinoides ruber white,20.91,0.72,19.81,1.03,23.73,0.73,21.43,0.67,,,Waelbroeck et al (2005)
0763,Globigerinoides ruber white,planktic,,20.84,-19.74,(0-120),,,-1.060,0.100,,,,,19.85,2.07,15.05,3.40,,,19.95,2.06,19.95,2.06,Globigerinoides ruber white,21.34,0.69,20.33,1.03,24.17,0.69,21.84,0.64,,,Waelbroeck et al (2005)
0764,Globigerinoides ruber white,planktic,,-6.01,-7.75,(0-120),,,-1.350,0.100,,,,,21.96,4.08,12.91,5.68,,,21.59,3.65,21.59,3.65,Globigerinoides ruber white,21.05,0.72,20.05,0.95,23.88,0.73,21.57,0.67,,,Waelbroeck et al (2005)
0765,Globigerinoides ruber white,planktic,,32.77,-34.70,(0-120),,,0.060,0.100,,,,,20.35,1.96,17.38,2.38,,,19.78,2.24,19.78,2.24,Globigerinoides ruber white,16.05,0.66,15.68,0.73,18.78,0.67,16.84,0.62,discordant,,Waelbroeck et al (2005)
0766,Globigerinoides ruber white,planktic,,20.99,-18.03,(0-120),,,-1.460,0.100,,,,,17.89,1.66,14.07,2.64,,,19.79,2.01,19.79,2.01,Globigerinoides ruber white,23.28,0.70,22.31,1.00,26.15,0.70,23.66,0.65,,,Waelbroeck et al (2005)
0767,Globigerinoides ruber white,planktic,,21.00,-17.58,(0-120),,,-1.740,0.100,,,,,18.65,1.37,18.65,1.37,,,19.79,2.01,19.79,2.01,Globigerinoides ruber white,24.65,0.70,23.67,1.01,27.55,0.71,24.96,0.66,discordant,discordant,Waelbroeck et al (2005)
0768,Globigerinoides ruber white,planktic,,21.23,-74.35,(0-120),,,-1.420,0.100,,,,,26.57,1.29,20.95,3.97,,,25.70,1.79,25.70,1.79,Globigerinoides ruber white,23.03,0.73,22.65,0.96,25.90,0.74,23.43,0.68,,,Regenberg et al (2006) Steph et al 2009
0769,Globigerinoides ruber white,planktic,,21.25,-74.35,(0-120),,,-1.820,0.100,,,,,26.54,1.28,20.97,3.97,,,25.70,1.79,25.70,1.79,Globigerinoides ruber white,25.00,0.74,24.60,0.98,27.90,0.75,25.28,0.69,,,Regenberg et al (2006) Steph et al 2009
0770,Globigerinoides ruber white,planktic,,16.76,-71.49,(0-120),,,-1.860,0.100,,,,,27.34,1.11,19.88,5.63,,,26.36,1.66,26.36,1.66,Globigerinoides ruber white,25.15,0.98,24.55,1.24,28.05,0.99,25.42,0.92,,,Regenberg et al (2006) Steph et al 2009
0771,Globigerinoides ruber white,planktic,,16.10,-70.50,(0-120),,,-2.070,0.100,,,,,27.23,1.12,19.19,5.88,,,26.36,1.66,26.36,1.66,Globigerinoides ruber white,26.19,0.99,25.59,1.25,29.11,1.00,26.40,0.92,,,Regenberg et al (2006) Steph et al 2009
0772,Globigerinoides ruber white,planktic,,15.40,-68.20,(0-120),,,-1.890,0.100,,,,,27.18,1.14,18.90,6.12,,,26.19,1.69,26.19,1.69,Globigerinoides ruber white,25.44,1.02,24.70,1.28,28.35,1.04,25.70,0.96,,,Regenberg et al (2006) Steph et al 2009
