Sample,Ref,d18Osw,sd18Osw,T,sT
1279,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1280,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1281,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1282,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1283,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1284,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1285,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1286,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1287,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1288,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1289,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1290,Mohtadi et al. (2011),0.30,0.10,25.99,2.82
1291,Mohtadi et al. (2011),0.30,0.10,25.99,2.82
1292,Mohtadi et al. (2011),0.30,0.10,25.99,2.82
1293,Mohtadi et al. (2011),0.30,0.10,25.99,2.82
1294,Sabbatini et al. (2011),1.54,0.10,16.39,2.34
1295,Sabbatini et al. (2011),1.54,0.10,16.39,2.34
1296,Sabbatini et al. (2011),1.54,0.10,16.39,2.34
1297,Sabbatini et al. (2011),1.54,0.10,16.39,2.34
1298,Sabbatini et al. (2011),1.55,0.10,17.32,2.29
1299,Sabbatini et al. (2011),1.55,0.10,17.88,2.38
1300,Sabbatini et al. (2011),1.55,0.10,17.85,2.31
1301,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1302,Sabbatini et al. (2011),1.74,0.10,19.60,2.38
1303,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1304,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1305,Mohtadi et al. (2011),0.17,0.12,25.38,2.90
1306,Mohtadi et al. (2011),0.20,0.11,26.05,2.82
1307,Mohtadi et al. (2011),0.20,0.11,26.05,2.82
1308,Mohtadi et al. (2011),0.20,0.11,26.05,2.82
1309,Mohtadi et al. (2011),0.20,0.11,26.16,2.90
1310,Mohtadi et al. (2011),0.22,0.11,26.59,2.82
1311,Mohtadi et al. (2011),0.22,0.11,26.59,2.82
1312,Mohtadi et al. (2011),0.22,0.11,26.59,2.82
1313,Dekens et al. (2002),0.86,0.10,19.11,1.97
1314,Mohtadi et al. (2011),0.21,0.11,26.60,2.86
1315,Mohtadi et al. (2011),0.22,0.11,26.59,2.82
1316,Mohtadi et al. (2011),0.21,0.11,26.60,2.86
1317,Mohtadi et al. (2011),0.21,0.11,26.60,2.86
1318,Mohtadi et al. (2011),0.22,0.11,26.59,2.82
1319,Mohtadi et al. (2011),0.25,0.10,26.60,2.72
1320,Mohtadi et al. (2011),0.25,0.10,26.61,2.71
1321,Mohtadi et al. (2011),0.21,0.11,26.60,2.86
1322,Mohtadi et al. (2011),0.21,0.11,26.60,2.86
1323,Mohtadi et al. (2011),0.21,0.11,26.60,2.86
1324,Mohtadi et al. (2011),0.21,0.11,26.60,2.86
1325,Mohtadi et al. (2011),0.21,0.11,26.60,2.86
1326,Mohtadi et al. (2011),0.21,0.11,26.60,2.86
1327,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1328,Mohtadi et al. (2011),0.21,0.11,26.60,2.86
1329,Mohtadi et al. (2011),0.25,0.10,26.61,2.71
1330,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1331,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1332,Mohtadi et al. (2011),0.26,0.10,26.54,2.78
1333,Sabbatini et al. (2011),1.74,0.10,19.60,2.38
1334,Sabbatini et al. (2011),1.87,0.10,20.07,2.31
1335,Waelbroeck et al (2005),0.34,0.24,11.53,2.49
1336,Dekens et al. (2002),0.82,0.10,18.48,1.93
1337,Waelbroeck et al (2005),0.93,0.12,26.50,1.72
1338,Dekens et al. (2002),0.81,0.10,18.37,1.93
1339,Waelbroeck et al (2005),0.93,0.12,26.50,1.72
1340,Dekens et al. (2002),0.81,0.10,18.37,1.93
1341,Waelbroeck et al (2005),1.03,0.10,24.37,2.74
1342,Waelbroeck et al (2005),-0.03,0.14,24.82,2.64
1343,Waelbroeck et al (2005),0.34,0.22,24.43,2.70
1344,Waelbroeck et al (2005),0.43,0.11,24.13,2.40
1345,Waelbroeck et al (2005),0.44,0.10,24.11,2.33
1346,Waelbroeck et al (2005),0.44,0.10,24.11,2.29
1347,Waelbroeck et al (2005),0.44,0.10,24.04,2.27
1348,Sabbatini et al. (2011),1.45,0.10,17.83,2.74
1349,Sabbatini et al. (2011),1.45,0.10,17.83,2.74
1350,Sabbatini et al. (2011),1.36,0.11,16.42,2.46
1351,Waelbroeck et al (2005),0.15,0.11,26.58,2.26
1352,Waelbroeck et al (2005),0.03,0.18,22.72,2.77
1353,Sabbatini et al. (2011),1.36,0.11,16.42,2.46
1354,Sabbatini et al. (2011),1.36,0.11,16.42,2.46
1355,Waelbroeck et al (2005),0.18,0.11,26.31,2.33
1356,Waelbroeck et al (2005),0.12,0.12,26.47,2.41
1357,Waelbroeck et al (2005),0.36,0.10,24.47,1.87
1358,Waelbroeck et al (2005),0.20,0.10,26.25,2.22
1359,Waelbroeck et al (2005),0.22,0.10,26.24,2.23
1360,Waelbroeck et al (2005),0.21,0.14,26.82,2.10
1361,Waelbroeck et al (2005),-0.16,0.15,24.39,2.84
1362,Waelbroeck et al (2005),0.06,0.16,24.12,2.28
1363,Waelbroeck et al (2005),0.94,0.11,26.55,1.71
1364,Dekens et al. (2002),0.82,0.10,18.48,1.93
1365,Waelbroeck et al (2005),0.95,0.11,26.54,1.75
1366,Dekens et al. (2002),0.81,0.10,18.25,1.78
1367,Waelbroeck et al (2005),0.76,0.10,18.79,1.98
1368,Waelbroeck et al (2005),1.03,0.10,21.39,2.17
1369,Waelbroeck et al (2005),1.00,0.10,20.73,2.23
1370,Waelbroeck et al (2005),0.95,0.10,20.15,2.28
1371,Waelbroeck et al (2005),0.80,0.10,18.65,2.31
1372,Sabbatini et al. (2011),1.56,0.10,17.90,2.26
1373,Sabbatini et al. (2011),1.62,0.10,18.58,2.31
1374,Sabbatini et al. (2011),1.69,0.10,18.95,2.33
1375,Waelbroeck et al (2005),1.50,0.10,16.18,2.75
1376,Sabbatini et al. (2011),1.76,0.10,19.37,2.35
1377,Waelbroeck et al (2005),1.36,0.11,16.42,2.46
1378,Sabbatini et al. (2011),1.87,0.10,20.07,2.31
1379,Waelbroeck et al (2005),1.50,0.10,16.18,2.75
1380,Sabbatini et al. (2011),1.46,0.10,17.90,2.68
1381,Sabbatini et al. (2011),1.74,0.10,19.60,2.38
1382,Sabbatini et al. (2011),1.55,0.10,18.35,2.45
1383,Waelbroeck et al (2005),1.45,0.10,17.83,2.74
1384,Waelbroeck et al (2005),0.95,0.10,20.14,2.35
1385,Sabbatini et al. (2011),1.56,0.10,18.38,2.50
1386,Sabbatini et al. (2011),1.58,0.10,18.71,2.51
1387,Sabbatini et al. (2011),1.58,0.10,18.71,2.51
1388,Sabbatini et al. (2011),1.83,0.11,19.10,2.53
1389,Sabbatini et al. (2011),1.51,0.10,18.37,2.65
1390,Sabbatini et al. (2011),1.52,0.10,18.35,2.66
1391,Waelbroeck et al (2005),1.03,0.14,26.11,1.60
1392,Waelbroeck et al (2005),0.98,0.18,26.22,1.61
1393,Waelbroeck et al (2005),0.92,0.20,26.12,1.66
1394,Waelbroeck et al (2005),0.95,0.11,26.55,1.73
1395,Waelbroeck et al (2005),1.47,0.10,17.84,2.74
1396,Arbuszewski et al. (2010),0.93,0.10,19.17,2.16
1397,Dekens et al. (2002),0.80,0.12,25.13,2.53
1398,Arbuszewski et al. (2010),0.82,0.10,16.81,2.02
1399,Weldeab et al (2014),0.44,0.10,24.11,2.33
1400,Waelbroeck et al (2005),0.26,0.11,19.68,3.89
1401,Weldeab et al (2014),0.44,0.10,24.11,2.29
1402,Dyez et al 2014,0.42,0.11,16.18,1.89
1403,Gibbons et al 2014,0.17,0.11,26.56,2.19
1404,Linsley et al 2010,0.11,0.12,26.51,2.42
1405,Linsley et al 2010,0.14,0.14,26.62,2.44
1406,Mohtadi et al. (2010),0.17,0.12,25.38,2.90
1407,Waelbroeck et al (2005),0.45,0.11,15.95,1.96
1408,Waelbroeck et al (2005),0.41,0.11,16.04,1.94
1409,Mohtadi et al. (2010),0.21,0.11,26.60,2.86
1410,Waelbroeck et al (2005),0.41,0.11,16.04,1.94
1411,Weldeab et al (2006),0.82,0.11,25.24,2.48
1412,Arbuszewski et al. (2013),0.64,0.12,21.65,3.81
1413,Steinke et al (2008),-0.14,0.19,24.81,3.15
1414,Lea et al (2006),0.27,0.10,19.78,3.96
1415,Waelbroeck et al (2005),0.74,0.11,20.00,2.39
1416,Waelbroeck et al (2005),-0.17,0.17,24.59,2.91
1417,Waelbroeck et al (2005),-0.16,0.15,24.39,2.84
1418,Waelbroeck et al (2005),0.23,0.11,19.73,3.93
1419,Waelbroeck et al (2005),-0.14,0.14,24.48,2.96
1420,Waelbroeck et al (2005),-0.15,0.16,24.51,3.02
1421,Waelbroeck et al (2005),-0.19,0.16,23.95,2.71
1422,Waelbroeck et al (2005),-0.01,0.18,23.98,2.24
1423,Waelbroeck et al (2005),-0.03,0.19,24.15,2.29
1424,Waelbroeck et al (2005),0.93,0.11,23.40,2.29
1425,Regenberg et al (2009),0.94,0.11,25.47,2.01
1426,Regenberg et al (2009),0.94,0.11,25.47,2.01
1427,Regenberg et al (2009) Steph et al (2009),0.88,0.11,24.55,2.66
1428,Regenberg et al (2009) Steph et al (2009),0.88,0.11,24.28,2.75
1429,Waelbroeck et al (2005),0.13,0.15,26.54,2.17
1430,Waelbroeck et al (2005),-0.22,0.15,23.91,2.60
1431,Waelbroeck et al (2005),-0.18,0.15,24.37,2.77
1432,Waelbroeck et al (2005),-0.18,0.15,24.37,2.77
1433,Waelbroeck et al (2005),-0.15,0.14,24.35,2.85
1434,Waelbroeck et al (2005),0.90,0.10,19.90,2.17
1435,Waelbroeck et al (2005),0.34,0.10,21.50,3.17
1436,Benway et al (2006),0.09,0.17,20.07,4.53
1437,Oppo and Sun 2005,-0.03,0.19,24.15,2.29
1438,Mathien-Blard and Bassinot (2009),1.00,0.10,20.73,2.23
1439,Regenberg et al (2009) Steph et al (2009),0.63,0.11,21.59,3.83
1440,Nuernberg et al (2008),0.94,0.10,20.98,2.77
1441,Schmidt et al 2012,0.95,0.11,24.65,2.09
1442,Schmidt et al 2004,0.88,0.11,25.56,2.25
1443,Richey et al 2007,0.86,0.10,22.41,2.70
1444,Schmidt et al 2012,0.99,0.10,24.63,2.13
1445,Schmidt et al 2004,0.92,0.11,25.72,2.09
1446,deMenocal unpublished,0.93,0.11,23.21,2.32
1447,Steinke et al (2005),0.06,0.16,24.12,2.28
1448,Steinke et al (2005),-0.16,0.15,24.39,2.84
1449,Steinke et al (2005),0.21,0.10,26.25,2.22
1450,Steinke et al (2005),0.22,0.10,26.24,2.23
1451,Waelbroeck et al (2005),0.56,0.11,12.65,2.00
1452,Khider et al. (2015) Stott et al. (2007),0.19,0.12,25.71,2.63
1453,Sun et al 2005,-0.01,0.17,21.44,3.14
1454,Waelbroeck et al (2005),0.78,0.10,20.49,2.25
1455,Waelbroeck et al (2005),0.88,0.10,19.35,2.27
1456,Benway et al (2006),0.09,0.17,20.07,4.53
1457,Waelbroeck et al (2005),0.85,0.10,19.16,2.26
1458,Waelbroeck et al (2005),0.80,0.10,18.23,2.34
1459,Leduc et al (2007),0.10,0.16,20.20,4.67
1460,Oppo et al (2009),0.14,0.14,26.62,2.44
1461,Regenberg et al (2009),0.94,0.11,25.47,2.01
1462,Waelbroeck et al (2005),0.67,0.10,16.66,2.46
1463,Oppo et al (2009),0.14,0.14,26.62,2.44
1464,Oppo et al (2009),0.14,0.14,26.62,2.44
1465,Waelbroeck et al (2005),0.64,0.10,15.27,2.44
1466,Rosenthal et al 2003,0.13,0.15,26.54,2.17
1467,Waelbroeck et al (2005),0.61,0.10,13.78,2.33
1468,Rustic et al 2015,0.26,0.11,19.68,3.89
1469,Waelbroeck et al (2005),0.56,0.11,12.74,2.20
1470,Waelbroeck et al (2005),0.67,0.10,16.66,2.46
1471,Steinke et al (2005),0.20,0.10,26.25,2.22
1472,Waelbroeck et al (2005),0.10,0.11,25.34,2.78
1473,Waelbroeck et al (2005),0.24,0.11,19.71,3.92
1474,Waelbroeck et al (2005),-0.03,0.18,21.14,3.26
1475,Waelbroeck et al (2005),1.47,0.10,17.84,2.73
1476,Waelbroeck et al (2005),0.73,0.11,25.14,1.99
1477,Regenberg et al (2009) Steph et al (2009),0.58,0.11,21.57,3.75
1478,Waelbroeck et al (2005),0.75,0.11,25.07,2.03
1479,Regenberg et al (2006) Steph et al 2009,0.93,0.18,26.19,1.69
1480,Waelbroeck et al (2005),0.67,0.12,26.06,2.38
1481,Waelbroeck et al (2005),0.72,0.15,21.62,4.14
1482,Waelbroeck et al (2005),0.70,0.14,22.13,4.04
1483,Waelbroeck et al (2005),0.70,0.14,22.09,4.11
1484,Waelbroeck et al (2005),0.70,0.14,22.09,4.11
1485,Waelbroeck et al (2005),0.93,0.11,26.56,1.75
1486,Regenberg et al (2009) Steph et al (2009),0.60,0.12,21.71,3.75
1487,Waelbroeck et al (2005),0.70,0.14,22.09,4.11
1488,Waelbroeck et al (2005),0.20,0.11,26.05,2.82
1489,Waelbroeck et al (2005),-0.01,0.17,21.44,3.14
1490,Waelbroeck et al (2005),-0.02,0.18,25.30,3.02
1491,Waelbroeck et al (2005),-0.14,0.10,10.32,1.49
1492,Regenberg et al (2009) Steph et al (2009),0.65,0.12,21.71,3.79
1493,Waelbroeck et al (2005),0.46,0.11,27.77,1.89
1494,Waelbroeck et al (2005),0.27,0.10,19.77,3.95
1495,Waelbroeck et al (2005),0.27,0.10,19.78,3.96
1496,Waelbroeck et al (2005),0.20,0.10,26.25,2.22
1497,Waelbroeck et al (2005),0.21,0.10,26.25,2.22
1498,Waelbroeck et al (2005),0.22,0.11,19.96,4.23
1499,Regenberg et al (2009) Steph et al (2009),0.65,0.12,21.71,3.79
1500,Waelbroeck et al (2005),1.55,0.10,17.32,2.29
1501,Waelbroeck et al (2005),1.56,0.10,17.90,2.26
1502,Waelbroeck et al (2005),0.23,0.11,20.03,4.16
1503,Waelbroeck et al (2005),0.49,0.11,28.02,1.74
1504,Waelbroeck et al (2005),0.24,0.11,19.73,3.95
1505,Waelbroeck et al (2005),0.97,0.11,16.95,2.45
1506,Waelbroeck et al (2005),1.20,0.10,16.08,3.07
1507,Waelbroeck et al (2005),0.89,0.10,22.66,2.61
1508,Regenberg et al (2009) Steph et al (2009),0.61,0.11,21.52,3.85
1509,Waelbroeck et al (2005),-0.02,0.18,25.30,3.02
1510,Waelbroeck et al (2005),0.04,0.15,25.98,2.60
1511,Waelbroeck et al (2005),0.04,0.15,25.98,2.60
1512,Waelbroeck et al (2005),1.36,0.11,16.42,2.46
1513,Waelbroeck et al (2005),0.25,0.10,26.61,2.71
1514,Waelbroeck et al (2005),0.26,0.10,26.56,2.73
1515,Waelbroeck et al (2005),0.26,0.10,26.59,2.70
1516,Waelbroeck et al (2005),0.22,0.11,26.38,2.79
1517,Waelbroeck et al (2005),0.17,0.11,25.47,2.94
1518,Regenberg et al (2009) Steph et al (2009),0.79,0.13,23.81,3.12
1519,Regenberg et al (2009) Steph et al (2009),0.78,0.12,25.01,2.52
1520,Regenberg et al (2009) Steph et al (2009),0.75,0.11,24.44,2.55
1521,Regenberg et al (2009) Steph et al (2009),0.80,0.12,25.15,2.44
1522,Waelbroeck et al (2005),0.51,0.18,24.99,2.57
1523,Waelbroeck et al (2005),0.12,0.11,18.11,2.63
1524,Regenberg et al (2009) Steph et al (2009),0.80,0.12,25.23,2.49
1525,Waelbroeck et al (2005),1.54,0.10,17.71,2.41
1526,Regenberg et al (2009) Steph et al (2009),0.79,0.12,25.05,2.51
1527,Waelbroeck et al (2005),0.21,0.11,26.60,2.86
1528,Waelbroeck et al (2005),0.26,0.10,26.54,2.78
1529,Waelbroeck et al (2005),0.30,0.10,25.72,2.87
1530,Waelbroeck et al (2005),0.30,0.10,25.99,2.82
1531,Regenberg et al (2009) Steph et al (2009),0.61,0.12,21.78,3.74
1532,Regenberg et al (2009) Steph et al (2009),0.60,0.12,21.71,3.75
1533,Waelbroeck et al (2005),0.14,0.12,26.54,2.34
1534,Waelbroeck et al (2005),0.16,0.11,26.58,2.22
1535,Regenberg et al (2009) Steph et al (2009),0.63,0.12,21.74,3.84
1536,Regenberg et al (2009) Steph et al (2009),0.64,0.12,21.81,3.82
1537,Waelbroeck et al (2005),0.17,0.11,26.16,2.20
1538,Waelbroeck et al (2005),0.19,0.12,20.05,4.26
1539,Waelbroeck et al (2005),0.14,0.11,26.29,2.57
1540,Waelbroeck et al (2005),0.20,0.10,26.30,2.20
1541,Waelbroeck et al (2005),0.17,0.13,26.24,2.26
1542,Regenberg et al (2009) Steph et al (2009),0.77,0.12,23.94,2.75
1543,Regenberg et al (2009) Steph et al (2009),0.78,0.12,24.22,2.63
1544,Waelbroeck et al (2005),0.20,0.11,25.96,2.76
1545,Waelbroeck et al (2005),0.26,0.10,26.60,2.68
1546,Waelbroeck et al (2005),0.23,0.10,26.60,2.77
1547,Regenberg et al (2009) Steph et al (2009),0.75,0.12,23.46,2.97
1548,Steinke et al (2005),-0.18,0.15,24.37,2.77
1549,Waelbroeck et al (2005),0.44,0.12,27.58,1.99
1550,Waelbroeck et al (2005),0.34,0.24,11.53,2.49
1551,Waelbroeck et al (2005),0.92,0.10,19.78,2.24
1552,Waelbroeck et al (2005),-0.03,0.18,21.14,3.26
1553,Waelbroeck et al (2005),0.89,0.10,19.02,1.61
1554,Waelbroeck et al (2005),0.74,0.11,20.00,2.39
1555,Fallet et al. (2012),0.40,0.10,24.76,2.29
1556,Johnstone et al. (2011),0.46,0.11,27.57,1.97
1557,Waelbroeck et al (2005),0.88,0.10,18.38,1.66
1558,Fallet et al. (2012),0.40,0.10,24.76,2.29
1559,Mathien-Blard and Bassinot (2009),0.77,0.10,15.85,2.03
1560,Waelbroeck et al (2005),0.89,0.10,18.91,1.53
1561,Waelbroeck et al (2005),0.88,0.10,18.38,1.66
1562,Waelbroeck et al (2005),0.86,0.10,18.56,2.28
1563,Fallet et al. (2012),0.41,0.10,24.69,2.27
1564,Waelbroeck et al (2005),0.58,0.10,13.03,2.33
1565,Waelbroeck et al (2005),1.36,0.11,16.42,2.46
1566,Waelbroeck et al (2005),0.95,0.10,20.14,2.35
1567,Waelbroeck et al (2005),0.90,0.10,19.18,1.56
1568,Waelbroeck et al (2005),0.92,0.10,19.79,2.01
1569,Mathien-Blard and Bassinot (2009),0.34,0.22,24.43,2.70
1570,Waelbroeck et al (2005),0.88,0.10,18.38,1.66
1571,Waelbroeck et al (2005),0.90,0.10,19.18,1.56
1572,Elderfield and Ganssen (2000),0.80,0.10,17.36,2.27
1573,Mathien-Blard and Bassinot (2009),0.18,0.11,26.31,2.33
1574,Johnstone et al. (2011),0.46,0.11,27.77,1.89
1575,Mathien-Blard and Bassinot (2009),0.12,0.12,26.47,2.41
1576,Waelbroeck et al (2005),0.93,0.10,20.30,2.24
1577,Waelbroeck et al (2005),0.61,0.10,13.78,2.33
1578,Johnstone et al. (2011),0.47,0.11,27.59,1.97
1579,Waelbroeck et al (2005),0.89,0.10,18.80,1.59
1580,Waelbroeck et al (2005),0.89,0.10,18.80,1.59
1581,Mathien-Blard and Bassinot (2009),1.02,0.11,24.64,1.87
1582,Mathien-Blard and Bassinot (2009),0.74,0.10,15.24,1.85
1583,Fallet et al. (2012),0.41,0.10,24.56,2.29
1584,Mathien-Blard and Bassinot (2009),0.44,0.10,24.04,2.27
1585,Waelbroeck et al (2005),0.89,0.10,18.80,1.59
1586,Waelbroeck et al (2005),0.91,0.10,19.50,1.55
1587,Waelbroeck et al (2005),0.88,0.10,18.38,1.66
1588,Fallet et al. (2012),0.41,0.10,24.56,2.29
1589,Mathien-Blard and Bassinot (2009),0.44,0.10,24.11,2.33
1590,Mathien-Blard and Bassinot (2009),0.59,0.11,11.78,2.22
1591,Waelbroeck et al (2005),0.88,0.10,18.38,1.66
1592,Fallet et al. (2012),0.41,0.10,24.56,2.29
1593,Mathien-Blard and Bassinot (2009),0.94,0.11,21.97,2.34
1594,Fallet et al. (2012),0.41,0.10,24.56,2.29
1595,Mathien-Blard and Bassinot (2009),0.93,0.11,26.56,1.75
1596,Waelbroeck et al (2005),0.88,0.10,18.38,1.66
1597,Steinke et al (2005),-0.18,0.15,24.37,2.77
1598,Fallet et al. (2012),0.41,0.10,24.56,2.29
1599,Mathien-Blard and Bassinot (2009),1.32,0.11,26.19,1.48
1600,Waelbroeck et al (2005),0.89,0.10,18.91,1.53
1601,Mathien-Blard and Bassinot (2009),0.36,0.10,24.47,1.87
1602,Johnstone et al. (2011),0.47,0.11,27.55,1.99
1603,Mathien-Blard and Bassinot (2009),-0.03,0.14,24.82,2.64
1604,Waelbroeck et al (2005),0.89,0.10,18.91,1.53
1605,Mathien-Blard and Bassinot (2009),0.15,0.11,26.58,2.26
1606,Waelbroeck et al (2005),0.91,0.10,19.50,1.55
1607,Johnstone et al. (2011),0.48,0.10,27.61,1.94
1608,Mathien-Blard and Bassinot (2009),0.68,0.10,14.38,1.88
1609,Johnstone et al. (2011),0.81,0.11,25.23,2.47
1610,Johnstone et al. (2011),0.81,0.12,25.20,2.46
1611,Fallet et al. (2012),0.41,0.10,24.69,2.27
1612,Johnstone et al. (2011),0.81,0.11,25.28,2.48
1613,Johnstone et al. (2011),0.82,0.11,25.33,2.45
1614,Johnstone et al. (2011),0.82,0.11,25.33,2.48
1615,Mathien-Blard and Bassinot (2009),0.12,0.12,26.47,2.41
1616,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1617,Regenberg et al (2006) Steph et al 2009,1.03,0.13,26.13,1.59
1618,Waelbroeck et al (2005),0.68,0.10,15.29,2.34
1619,Regenberg et al (2006) Steph et al 2009,1.02,0.13,26.13,1.59
1620,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1621,Regenberg et al (2006) Steph et al 2009,0.95,0.16,26.13,1.65
1622,Waelbroeck et al (2005),0.94,0.10,20.13,2.25
1623,Steinke et al (2005),-0.16,0.15,24.39,2.84
1624,Waelbroeck et al (2005),0.03,0.18,22.72,2.77
1625,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1626,Regenberg et al (2006) Steph et al 2009,0.97,0.13,25.75,1.71
1627,Waelbroeck et al (2005),0.44,0.10,24.04,2.27
1628,Waelbroeck et al (2005),0.93,0.11,26.56,1.75
1629,Arbuszewski et al. (2010),0.77,0.10,15.54,1.93
1630,Waelbroeck et al (2005),0.34,0.22,24.43,2.70
1631,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1632,Mathien-Blard and Bassinot (2009),0.80,0.11,23.94,2.32
1633,Regenberg et al (2006) Steph et al 2009,0.91,0.11,25.70,1.79
1634,Arbuszewski et al. (2010),0.61,0.10,13.78,2.33
1635,Steinke et al (2005),-0.15,0.14,24.35,2.85
1636,Waelbroeck et al (2005),0.80,0.11,21.06,3.44
1637,Waelbroeck et al (2005),0.35,0.11,8.68,1.19
1638,Waelbroeck et al (2005),0.05,0.11,12.39,1.20
1639,Waelbroeck et al (2005),0.40,0.10,7.47,1.43
1640,Waelbroeck et al (2005),0.27,0.10,4.57,1.22
1641,Waelbroeck et al (2005),0.46,0.12,7.56,1.60
1642,Waelbroeck et al (2005),0.05,0.11,12.39,1.20
1643,Waelbroeck et al (2005),-0.27,0.13,5.96,1.13
1644,Waelbroeck et al (2005),0.45,0.12,7.51,1.57
1645,Waelbroeck et al (2005),0.05,0.11,12.39,1.20
1646,Waelbroeck et al (2005),0.34,0.10,8.16,1.21
1647,Waelbroeck et al (2005),0.46,0.12,7.56,1.60
1648,Waelbroeck et al (2005),0.49,0.14,7.54,1.70
1649,Waelbroeck et al (2005),0.46,0.12,7.51,1.59
1650,Waelbroeck et al (2005),0.26,0.10,4.32,1.24
1651,Waelbroeck et al (2005),0.30,0.10,5.61,1.24
1652,Waelbroeck et al (2005),1.42,0.13,15.93,2.10
1653,Waelbroeck et al (2005),0.34,0.10,8.02,1.24
1654,Waelbroeck et al (2005),0.49,0.14,7.54,1.70
1655,Waelbroeck et al (2005),0.33,0.13,8.87,1.14
1656,Waelbroeck et al (2005),-0.20,0.10,5.37,1.13
1657,Waelbroeck et al (2005),0.38,0.11,7.69,1.45
1658,Waelbroeck et al (2005),-0.20,0.10,5.37,1.13
1659,Waelbroeck et al (2005),0.36,0.10,8.34,1.44
1660,Waelbroeck et al (2005),0.33,0.13,8.87,1.14
1661,Waelbroeck et al (2005),0.31,0.13,8.89,1.16
1662,Waelbroeck et al (2005),-0.27,0.13,5.96,1.13
1663,Waelbroeck et al (2005),0.11,0.15,6.27,2.20
1664,Waelbroeck et al (2005),0.32,0.11,8.86,1.22
1665,Waelbroeck et al (2005),0.35,0.10,8.66,1.40
1666,Waelbroeck et al (2005),0.46,0.12,7.51,1.59
1667,Waelbroeck et al (2005),0.30,0.10,5.61,1.24
1668,Waelbroeck et al (2005),1.48,0.10,16.72,2.62
1669,Waelbroeck et al (2005),0.42,0.10,6.26,1.55
1670,Waelbroeck et al (2005),0.39,0.11,10.69,1.73
1671,Waelbroeck et al (2005),0.43,0.11,7.52,1.52
1672,Waelbroeck et al (2005),0.13,0.14,7.85,1.78
1673,Waelbroeck et al (2005),0.74,0.10,14.85,1.66
1674,Waelbroeck et al (2005),0.77,0.10,15.10,1.72
1675,Waelbroeck et al (2005),-0.20,0.10,5.59,1.84
1676,Waelbroeck et al (2005),0.15,0.13,8.71,1.27
1677,Waelbroeck et al (2005),0.42,0.10,6.26,1.55
1678,Waelbroeck et al (2005),-0.20,0.10,5.59,1.84
1679,Waelbroeck et al (2005),1.50,0.10,15.33,2.47
1680,Waelbroeck et al (2005),-0.31,0.13,4.13,1.14
1681,Waelbroeck et al (2005),1.25,0.12,14.93,2.85
1682,Waelbroeck et al (2005),1.50,0.10,15.33,2.47
1683,Waelbroeck et al (2005),1.50,0.11,17.00,2.46
1684,Waelbroeck et al (2005),1.47,0.10,16.71,2.63
1685,Waelbroeck et al (2005),0.74,0.10,14.85,1.66
1686,Waelbroeck et al (2005),0.40,0.10,7.47,1.43
1687,Waelbroeck et al (2005),0.34,0.10,7.62,1.32
1688,Waelbroeck et al (2005),0.34,0.10,7.44,1.36
1689,Waelbroeck et al (2005),0.27,0.19,10.78,1.98
1690,Waelbroeck et al (2005),0.35,0.10,7.43,1.36
1691,Waelbroeck et al (2005),0.48,0.13,7.55,1.66
1692,Waelbroeck et al (2005),0.49,0.14,7.54,1.70
1693,Waelbroeck et al (2005),0.49,0.14,7.54,1.70
1694,Waelbroeck et al (2005),0.31,0.12,10.17,1.38
1695,Waelbroeck et al (2005),0.36,0.10,6.62,1.36
1696,Waelbroeck et al (2005),0.36,0.10,6.49,1.36
1697,Waelbroeck et al (2005),0.34,0.10,6.41,1.34
1698,Waelbroeck et al (2005),0.34,0.10,9.46,1.38
1699,Waelbroeck et al (2005),0.24,0.11,9.95,1.32
1700,Waelbroeck et al (2005),0.35,0.10,8.99,1.36
1701,Waelbroeck et al (2005),0.34,0.10,8.75,1.35
1702,Waelbroeck et al (2005),0.32,0.11,9.91,1.34
1703,Waelbroeck et al (2005),0.37,0.11,10.65,1.62
1704,Waelbroeck et al (2005),0.69,0.10,13.99,1.68
1705,Waelbroeck et al (2005),0.63,0.11,14.19,1.69
1706,Waelbroeck et al (2005),-0.12,0.10,12.01,2.65
1707,Waelbroeck et al (2005),0.03,0.10,14.01,3.37
1708,Waelbroeck et al (2005),0.31,0.12,10.17,1.38
