Sample,Ref,d18Osw,sd18Osw,T,sT
1711,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
1712,Waelbroeck et al (2005),0.27,0.15,11.98,3.13
1713,Waelbroeck et al (2005),-0.19,0.10,9.54,2.18
1714,Waelbroeck et al (2005),-0.08,0.11,9.70,2.68
1715,Waelbroeck et al (2005),-0.19,0.11,9.54,2.11
1716,Waelbroeck et al (2005),0.27,0.15,12.12,3.22
1717,Waelbroeck et al (2005),-0.19,0.11,9.54,2.11
1718,Waelbroeck et al (2005),-0.19,0.11,9.54,2.11
1719,Waelbroeck et al (2005),0.04,0.10,11.11,3.34
1720,Waelbroeck et al (2005),0.04,0.10,11.11,3.34
1721,Waelbroeck et al (2005),-0.02,0.10,10.15,2.63
1722,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
1723,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
1724,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
1725,Waelbroeck et al (2005),0.27,0.15,12.12,3.22
1726,Waelbroeck et al (2005),0.00,0.10,10.28,2.54
1727,Waelbroeck et al (2005),-0.24,0.13,3.28,1.23
1728,Waelbroeck et al (2005),0.39,0.12,9.64,1.17
1729,Waelbroeck et al (2005),0.00,0.10,10.28,2.54
1730,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
1731,Waelbroeck et al (2005),0.00,0.10,10.28,2.54
1732,Waelbroeck et al (2005),-0.03,0.12,8.37,2.03
1733,Waelbroeck et al (2005),0.04,0.10,11.11,3.34
1734,Waelbroeck et al (2005),0.00,0.10,10.28,2.54
1735,Waelbroeck et al (2005),0.00,0.10,10.28,2.54
1736,Waelbroeck et al (2005),0.26,0.15,11.81,3.14
1737,Waelbroeck et al (2005),0.00,0.10,10.28,2.54
1738,Waelbroeck et al (2005),0.00,0.10,10.28,2.54
1739,Waelbroeck et al (2005),-0.24,0.13,2.90,1.14
1740,Waelbroeck et al (2005),0.02,0.12,8.77,2.08
1741,Waelbroeck et al (2005),0.02,0.12,8.77,2.08
1742,Waelbroeck et al (2005),0.04,0.12,8.82,2.24
1743,Waelbroeck et al (2005),0.14,0.13,4.67,1.87
1744,Waelbroeck et al (2005),0.11,0.15,4.64,1.77
1745,Waelbroeck et al (2005),-0.20,0.11,7.78,2.16
1746,Waelbroeck et al (2005),0.33,0.18,12.56,3.85
1747,Waelbroeck et al (2005),0.20,0.13,7.04,1.72
1748,Waelbroeck et al (2005),0.13,0.14,4.56,1.71
1749,Waelbroeck et al (2005),-0.20,0.11,7.66,2.14
1750,Waelbroeck et al (2005),-0.08,0.11,9.70,2.68
1751,Waelbroeck et al (2005),0.31,0.12,13.69,2.42
1752,Waelbroeck et al (2005),0.31,0.12,13.69,2.42
1753,Waelbroeck et al (2005),-0.08,0.11,9.70,2.68
1754,Waelbroeck et al (2005),-0.08,0.11,9.70,2.68
1755,Waelbroeck et al (2005),0.04,0.10,11.11,3.34
1756,Waelbroeck et al (2005),0.38,0.11,8.91,1.22
1757,Waelbroeck et al (2005),0.68,0.11,13.66,2.61
1758,Waelbroeck et al (2005),-0.23,0.13,2.17,1.09
1759,Waelbroeck et al (2005),-0.19,0.11,7.99,2.13
1760,Waelbroeck et al (2005),-0.18,0.11,8.17,2.23
1761,Waelbroeck et al (2005),-0.24,0.13,2.90,1.14
1762,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
1763,Waelbroeck et al (2005),0.04,0.10,11.11,3.34
1764,Waelbroeck et al (2005),0.83,0.13,13.36,1.85
1765,Waelbroeck et al (2005),-0.08,0.11,9.70,2.68
1766,Waelbroeck et al (2005),0.27,0.15,11.98,3.13
1767,Waelbroeck et al (2005),0.01,0.10,10.68,3.00
1768,Waelbroeck et al (2005),0.94,0.13,13.98,2.08
1769,Waelbroeck et al (2005),-0.23,0.12,2.29,1.09
1770,Elderfield and Ganssen (2000),0.24,0.14,8.25,1.46
1771,Waelbroeck et al (2005),-0.23,0.13,2.31,1.09
1772,Waelbroeck et al (2005),-0.24,0.13,2.80,1.15
1773,Waelbroeck et al (2005),-0.17,0.11,4.96,1.10
1774,Waelbroeck et al (2005),-0.04,0.10,8.08,1.56
1775,Waelbroeck et al (2005),-0.24,0.13,3.34,1.26
1776,Waelbroeck et al (2005),-0.23,0.12,2.29,1.09
1777,Elderfield and Ganssen (2000),0.25,0.13,8.35,1.35
1778,Waelbroeck et al (2005),-0.23,0.13,2.31,1.09
1779,Elderfield and Ganssen (2000),0.79,0.12,15.52,2.44
1780,Waelbroeck et al (2005),-0.23,0.13,2.31,1.09
1781,Waelbroeck et al (2005),-0.16,0.11,5.56,1.12
1782,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
1783,Elderfield and Ganssen (2000),0.23,0.13,8.14,1.23
1784,Waelbroeck et al (2005),-0.31,0.11,2.51,3.44
1785,Waelbroeck et al (2005),-0.23,0.13,2.31,1.09
1786,Waelbroeck et al (2005),0.22,0.12,5.82,1.11
1787,Elderfield and Ganssen (2000),0.26,0.13,8.59,1.22
1788,Waelbroeck et al (2005),-0.24,0.13,2.80,1.15
1789,Waelbroeck et al (2005),0.41,0.10,6.10,1.43
1790,Waelbroeck et al (2005),0.36,0.10,7.54,1.20
1791,Waelbroeck et al (2005),0.03,0.19,0.12,1.62
1792,Waelbroeck et al (2005),-0.24,0.13,3.34,1.26
1793,Waelbroeck et al (2005),0.41,0.14,7.34,1.37
1794,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
1795,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
1796,Waelbroeck et al (2005),0.31,0.10,4.76,1.40
1797,Waelbroeck et al (2005),-0.23,0.13,2.71,1.12
1798,Waelbroeck et al (2005),0.31,0.10,4.93,1.43
1799,Waelbroeck et al (2005),0.31,0.10,4.76,1.40
1800,Waelbroeck et al (2005),0.29,0.10,3.85,1.29
1801,Waelbroeck et al (2005),0.30,0.10,4.48,1.43
1802,Waelbroeck et al (2005),0.21,0.11,1.01,1.37
1803,Waelbroeck et al (2005),-0.23,0.13,2.71,1.12
1804,Waelbroeck et al (2005),0.29,0.10,3.97,1.33
1805,Waelbroeck et al (2005),0.38,0.11,7.24,1.25
1806,Waelbroeck et al (2005),0.18,0.13,6.18,1.78
1807,Waelbroeck et al (2005),-0.23,0.13,2.71,1.12
1808,Waelbroeck et al (2005),0.07,0.20,4.72,1.17
1809,Waelbroeck et al (2005),0.55,0.14,11.91,2.55
1810,Waelbroeck et al (2005),-0.23,0.13,2.98,1.18
1811,Waelbroeck et al (2005),0.41,0.16,9.60,2.08
1812,Waelbroeck et al (2005),0.32,0.10,2.94,1.16
1813,Waelbroeck et al (2005),-0.24,0.13,3.34,1.26
1814,Waelbroeck et al (2005),0.26,0.11,2.16,1.12
1815,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
1816,Waelbroeck et al (2005),0.29,0.10,3.85,1.29
1817,Waelbroeck et al (2005),-0.23,0.13,2.98,1.18
1818,Waelbroeck et al (2005),0.22,0.11,1.30,1.30
1819,Waelbroeck et al (2005),-0.54,0.15,1.21,1.61
1820,Waelbroeck et al (2005),0.35,0.10,6.91,1.30
1821,Waelbroeck et al (2005),0.45,0.11,10.58,1.33
1822,Waelbroeck et al (2005),0.28,0.10,2.91,1.17
1823,Waelbroeck et al (2005),0.20,0.12,1.57,1.38
1824,Waelbroeck et al (2005),-0.23,0.13,2.98,1.18
1825,Waelbroeck et al (2005),0.30,0.10,2.81,1.19
1826,Waelbroeck et al (2005),0.41,0.13,7.35,1.35
1827,Waelbroeck et al (2005),0.09,0.10,9.85,1.19
1828,Waelbroeck et al (2005),-0.38,0.17,3.26,1.35
1829,Waelbroeck et al (2005),0.16,0.13,0.44,1.48
1830,Waelbroeck et al (2005),0.18,0.12,1.25,1.41
1831,Waelbroeck et al (2005),0.38,0.12,10.11,1.28
1832,Waelbroeck et al (2005),0.06,0.19,0.33,1.66
1833,Waelbroeck et al (2005),0.04,0.19,0.20,1.61
1834,Waelbroeck et al (2005),0.55,0.14,11.91,2.55
1835,Waelbroeck et al (2005),-0.52,0.15,1.32,1.63
1836,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
1837,Waelbroeck et al (2005),0.35,0.10,6.99,1.34
1838,Waelbroeck et al (2005),0.24,0.11,1.61,1.17
1839,Waelbroeck et al (2005),0.22,0.11,1.37,1.28
1840,Waelbroeck et al (2005),0.22,0.11,1.37,1.28
1841,Waelbroeck et al (2005),0.18,0.12,1.00,1.43
1842,Waelbroeck et al (2005),0.18,0.12,1.00,1.43
1843,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
1844,Waelbroeck et al (2005),0.19,0.12,1.39,1.39
1845,Waelbroeck et al (2005),0.18,0.12,0.84,1.41
1846,Waelbroeck et al (2005),0.18,0.12,0.84,1.41
1847,Waelbroeck et al (2005),0.18,0.12,0.92,1.43
1848,Waelbroeck et al (2005),0.45,0.11,10.58,1.33
1849,Waelbroeck et al (2005),0.17,0.12,0.58,1.44
1850,Waelbroeck et al (2005),0.41,0.10,6.10,1.43
1851,Waelbroeck et al (2005),0.38,0.11,7.47,1.24
1852,Waelbroeck et al (2005),0.31,0.10,3.50,1.30
1853,Waelbroeck et al (2005),0.25,0.11,2.07,1.12
1854,Waelbroeck et al (2005),0.41,0.16,9.60,2.08
1855,Waelbroeck et al (2005),-0.04,0.10,8.08,1.56
1856,Waelbroeck et al (2005),0.40,0.10,5.70,1.38
1857,Waelbroeck et al (2005),0.40,0.10,5.70,1.38
1858,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
1859,Waelbroeck et al (2005),0.41,0.10,6.10,1.43
1860,Waelbroeck et al (2005),0.11,0.15,4.64,1.77
1861,Waelbroeck et al (2005),0.18,0.12,0.72,1.41
1862,Waelbroeck et al (2005),0.42,0.10,-0.52,1.40
1863,Waelbroeck et al (2005),0.13,0.14,4.56,1.71
1864,Waelbroeck et al (2005),-0.38,0.17,3.31,1.32
1865,Waelbroeck et al (2005),0.40,0.10,5.70,1.38
1866,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
1867,Waelbroeck et al (2005),0.40,0.10,5.70,1.38
1868,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
1869,Waelbroeck et al (2005),-0.00,0.13,-0.36,1.05
1870,Waelbroeck et al (2005),0.09,0.20,0.55,1.74
1871,Waelbroeck et al (2005),0.01,0.20,0.07,1.62
1872,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
1873,Waelbroeck et al (2005),-0.23,0.13,3.54,1.21
1874,Waelbroeck et al (2005),0.24,0.11,1.35,1.18
1875,Waelbroeck et al (2005),0.20,0.15,1.79,1.33
1876,Waelbroeck et al (2005),-0.21,0.10,2.49,1.06
1877,Waelbroeck et al (2005),-0.18,0.10,4.45,1.12
1878,Waelbroeck et al (2005),-0.23,0.12,2.29,1.09
1879,Waelbroeck et al (2005),-0.05,0.11,7.77,1.12
1880,Waelbroeck et al (2005),-0.23,0.12,2.29,1.09
1881,Waelbroeck et al (2005),-0.23,0.12,2.29,1.09
1882,Waelbroeck et al (2005),-0.20,0.11,4.43,1.10
1883,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
1884,Waelbroeck et al (2005),0.40,0.11,5.22,1.32
1885,Waelbroeck et al (2005),-0.57,0.15,0.81,1.64
1886,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
1887,Waelbroeck et al (2005),0.02,0.20,0.09,1.62
1888,Waelbroeck et al (2005),0.36,0.10,4.11,1.28
1889,Waelbroeck et al (2005),-0.52,0.15,1.32,1.63
1890,Waelbroeck et al (2005),-0.52,0.13,1.51,1.47
1891,Waelbroeck et al (2005),-0.41,0.17,2.97,1.37
1892,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
1893,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
1894,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
1895,Elderfield and Ganssen (2000),0.74,0.12,14.44,2.34
1896,Elderfield and Ganssen (2000),0.65,0.10,12.81,2.07
1897,Waelbroeck et al (2005),0.33,0.10,6.14,1.53
1898,Waelbroeck et al (2005),-0.44,0.30,4.86,1.39
1899,Waelbroeck et al (2005),0.18,0.13,6.18,1.78
1900,Meland et al. (2006),0.22,0.11,1.37,1.28
1901,Waelbroeck et al (2005),-0.15,0.14,9.48,2.88
1902,Meland et al. (2006),0.24,0.11,1.61,1.17
1903,Waelbroeck et al (2005),-0.38,0.17,3.31,1.32
1904,Elderfield and Ganssen (2000),0.25,0.15,8.76,1.53
1905,Waelbroeck et al (2005),0.35,0.10,7.14,1.48
1906,Waelbroeck et al (2005),-0.41,0.16,3.13,1.32
1907,Elderfield and Ganssen (2000),0.39,0.11,10.17,1.50
1908,Waelbroeck et al (2005),0.28,0.10,2.13,1.14
1909,Waelbroeck et al (2005),0.22,0.13,7.91,1.36
1910,Elderfield and Ganssen (2000),0.56,0.10,11.49,1.42
1911,Waelbroeck et al (2005),-0.23,0.13,3.55,1.20
1912,Waelbroeck et al (2005),-0.45,0.30,4.85,1.35
1913,Elderfield and Ganssen (2000),0.59,0.10,11.55,1.68
1914,Waelbroeck et al (2005),-0.23,0.13,3.55,1.20
1915,Waelbroeck et al (2005),0.40,0.11,5.22,1.32
1916,Waelbroeck et al (2005),-0.45,0.30,4.85,1.35
1917,Elderfield and Ganssen (2000),0.61,0.10,11.95,1.80
1918,Waelbroeck et al (2005),-0.23,0.13,3.55,1.20
1919,Waelbroeck et al (2005),0.19,0.13,6.55,1.78
1920,Meland et al. (2006),0.18,0.12,1.00,1.43
1921,Waelbroeck et al (2005),0.22,0.12,6.22,1.13
1922,Waelbroeck et al (2005),0.36,0.10,7.19,1.54
1923,Meland et al. (2006),0.28,0.10,1.77,1.12
1924,Elderfield and Ganssen (2000),0.81,0.12,15.93,2.64
1925,Meland et al. (2006),0.22,0.11,1.30,1.30
1926,Meland et al. (2006),0.30,0.10,4.09,1.33
1927,Elderfield and Ganssen (2000),0.74,0.12,14.68,2.66
1928,Meland et al. (2006),0.29,0.10,2.85,1.22
1929,Meland et al. (2006),0.34,0.10,3.39,1.26
1930,Meland et al. (2006),0.29,0.10,2.96,1.21
1931,Elderfield and Ganssen (2000),0.64,0.10,13.00,2.65
1932,Meland et al. (2006),0.21,0.11,1.15,1.36
1933,Meland et al. (2006),0.30,0.10,4.48,1.43
1934,Meland et al. (2006),0.40,0.12,7.35,1.32
1935,Elderfield and Ganssen (2000),0.64,0.10,13.00,2.65
1936,Meland et al. (2006),0.40,0.12,7.35,1.32
1937,Meland et al. (2006),0.28,0.10,2.08,1.13
1938,Waelbroeck et al (2005),-0.23,0.13,1.69,1.08
1939,Meland et al. (2006),0.33,0.10,3.06,1.16
1940,Elderfield and Ganssen (2000),0.37,0.12,10.05,1.25
1941,Waelbroeck et al (2005),-0.23,0.13,2.17,1.09
1942,Vazquez Riverios et al 2016,-0.21,0.12,1.05,1.08
1943,Kozdon et al. (2009),0.08,0.20,0.50,1.72
1944,Waelbroeck et al (2005),-0.23,0.13,2.17,1.09
1945,Vazquez Riverios et al 2016,-0.23,0.13,1.26,1.08
1946,Waelbroeck et al (2005),-0.23,0.13,2.17,1.09
1947,Waelbroeck et al (2005),-0.24,0.13,3.28,1.23
1948,Meland et al. (2006),0.21,0.11,2.34,1.26
1949,Waelbroeck et al (2005),-0.23,0.13,1.69,1.08
1950,Vazquez Riverios et al 2016,-0.22,0.12,1.15,1.10
1951,Waelbroeck et al (2005),-0.23,0.13,1.69,1.08
1952,Meland et al. (2006),0.26,0.11,2.04,1.13
1953,Waelbroeck et al (2005),-0.21,0.12,0.94,1.11
1954,Waelbroeck et al (2005),-0.22,0.12,1.09,1.12
1955,Elderfield and Ganssen (2000),0.62,0.10,12.43,2.24
1956,Waelbroeck et al (2005),-0.21,0.12,0.94,1.11
1957,Elderfield and Ganssen (2000),0.25,0.15,8.76,1.53
1958,Meland et al. (2006),0.40,0.12,7.25,1.32
1959,Meland et al. (2006),0.37,0.11,7.03,1.28
1960,Meland et al. (2006),0.35,0.10,6.89,1.30
1961,Meland et al. (2006),0.37,0.10,7.49,1.22
1962,Waelbroeck et al (2005),-0.19,0.11,4.62,1.65
1963,Waelbroeck et al (2005),-0.24,0.13,2.90,1.14
1964,Waelbroeck et al (2005),0.35,0.10,7.14,1.48
1965,Waelbroeck et al (2005),0.23,0.11,3.53,1.17
1966,Waelbroeck et al (2005),0.21,0.11,2.38,1.27
1967,Waelbroeck et al (2005),0.21,0.11,2.38,1.27
1968,Waelbroeck et al (2005),0.21,0.11,2.38,1.27
1969,Waelbroeck et al (2005),0.35,0.10,6.99,1.34
1970,Waelbroeck et al (2005),0.15,0.17,1.17,1.54
1971,Waelbroeck et al (2005),0.28,0.10,2.32,1.10
1972,Meland et al. (2006),0.33,0.10,5.79,1.31
1973,Elderfield and Ganssen (2000),0.38,0.11,10.04,1.37
1974,Waelbroeck et al (2005),-0.24,0.13,2.90,1.14
1975,Meland et al. (2006),0.31,0.10,4.82,1.41
1976,Elderfield and Ganssen (2000),0.61,0.10,11.95,1.80
1977,Meland et al. (2006),0.31,0.10,4.88,1.42
1978,Waelbroeck et al (2005),-0.21,0.12,0.94,1.11
1979,Meland et al. (2006),0.30,0.10,4.48,1.43
1980,Elderfield and Ganssen (2000),0.58,0.10,11.46,1.59
1981,Meland et al. (2006),0.21,0.11,1.01,1.37
1982,Meland et al. (2006),0.33,0.10,5.78,1.31
1983,Elderfield and Ganssen (2000),0.58,0.10,11.62,1.47
1984,Meland et al. (2006),0.35,0.10,6.99,1.34
1985,Elderfield and Ganssen (2000),0.51,0.11,11.24,1.39
1986,Meland et al. (2006),0.35,0.10,7.09,1.43
1987,Waelbroeck et al (2005),-0.24,0.13,2.90,1.14
1988,Elderfield and Ganssen (2000),0.41,0.11,10.35,1.43
1989,Meland et al. (2006),0.36,0.10,7.19,1.54
1990,Meland et al. (2006),0.31,0.10,4.66,1.36
1991,Waelbroeck et al (2005),0.42,0.10,6.20,1.45
1992,Vazquez Riverios et al 2016,-0.20,0.11,0.22,1.17
1993,Waelbroeck et al (2005),-0.23,0.13,2.17,1.09
1994,Waelbroeck et al (2005),-0.18,0.10,4.99,1.11
1995,Waelbroeck et al (2005),-0.22,0.10,5.54,1.21
1996,Waelbroeck et al (2005),-0.22,0.10,5.54,1.21
1997,Waelbroeck et al (2005),-0.22,0.10,5.54,1.21
1998,Waelbroeck et al (2005),-0.22,0.10,5.54,1.21
1999,Waelbroeck et al (2005),-0.22,0.10,5.54,1.21
2000,Waelbroeck et al (2005),-0.16,0.12,5.78,1.69
2001,Waelbroeck et al (2005),-0.22,0.10,5.54,1.21
2002,Sorensen et al 2014 Werner et al 2013,0.16,0.17,1.05,1.61
2003,Moffa-Sanchez et al,0.02,0.24,4.54,1.20
2004,Riethdorf et al 2013,-0.40,0.16,3.27,1.29
2005,Riethdorf et al 2013,-0.51,0.14,1.62,1.51
2006,Vazquez Riverios et al 2016,-0.13,0.11,6.13,1.99
2007,Waelbroeck et al (2005),0.02,0.12,8.77,2.08
2008,Kozdon et al. (2009),0.38,0.12,8.69,1.07
2009,Waelbroeck et al (2005),-0.18,0.10,4.99,1.11
2010,Waelbroeck et al (2005),-0.18,0.10,4.99,1.11
2011,Waelbroeck et al (2005),-0.22,0.13,4.13,1.37
2012,Waelbroeck et al (2005),-0.19,0.10,2.13,1.09
2013,Waelbroeck et al (2005),-0.19,0.10,2.13,1.09
2014,Waelbroeck et al (2005),-0.19,0.10,3.74,1.11
2015,Waelbroeck et al (2005),-0.19,0.10,2.13,1.09
2016,Waelbroeck et al (2005),-0.19,0.10,3.74,1.11
2017,Waelbroeck et al (2005),-0.20,0.11,1.50,1.10
2018,Waelbroeck et al (2005),-0.19,0.10,3.74,1.11
2019,Waelbroeck et al (2005),-0.19,0.10,4.89,1.51
2020,Waelbroeck et al (2005),-0.18,0.10,4.73,1.11
2021,Waelbroeck et al (2005),-0.24,0.13,2.74,1.13
2022,Waelbroeck et al (2005),-0.24,0.13,2.74,1.13
2023,Waelbroeck et al (2005),-0.18,0.10,4.73,1.11
2024,Waelbroeck et al (2005),-0.22,0.13,4.13,1.37
2025,Waelbroeck et al (2005),-0.22,0.13,4.13,1.37
2026,Waelbroeck et al (2005),-0.18,0.10,4.73,1.11
2027,Vazquez Riverios et al 2016,0.14,0.10,10.63,1.20
2028,Waelbroeck et al (2005),-0.22,0.12,1.09,1.12
2029,Waelbroeck et al (2005),0.02,0.12,8.77,2.08
2030,Vazquez Riverios et al 2016,-0.20,0.13,4.98,1.43
2031,Meland et al. (2006),0.18,0.12,0.72,1.41
2032,Meland et al. (2006),0.41,0.10,6.10,1.43
2033,Vazquez Riverios et al 2016,-0.28,0.14,2.07,1.07
2034,Waelbroeck et al (2005),-0.24,0.13,2.75,1.14
2035,Waelbroeck et al (2005),-0.24,0.13,2.75,1.14
2036,Meland et al. (2006),0.18,0.12,0.72,1.41
2037,Vazquez Riverios et al 2016,-0.19,0.10,2.58,1.19
2038,Waelbroeck et al (2005),-0.21,0.12,4.70,1.60
2039,Waelbroeck et al (2005),-0.22,0.12,1.09,1.12
2040,Vazquez Riverios et al 2016,-0.20,0.11,0.22,1.17
2041,Waelbroeck et al (2005),-0.22,0.12,1.09,1.12
2042,Vazquez Riverios et al 2016,-0.28,0.14,2.29,1.08
2043,Waelbroeck et al (2005),-0.23,0.13,1.78,1.07
2044,Waelbroeck et al (2005),-0.23,0.13,1.78,1.07
2045,Vazquez Riverios et al 2016,-0.27,0.13,2.97,1.12
2046,Vazquez Riverios et al 2016,-0.18,0.10,4.32,1.44
2047,Vazquez Riverios et al 2016,-0.24,0.11,3.99,1.13
2048,Vazquez Riverios et al 2016,-0.27,0.13,3.07,1.12
2049,Waelbroeck et al (2005),-0.24,0.13,3.31,1.22
2050,Vazquez Riverios et al 2016,-0.25,0.11,3.86,1.12
2051,Waelbroeck et al (2005),-0.24,0.13,3.31,1.22
2052,Waelbroeck et al (2005),-0.24,0.10,5.77,1.23
2053,Meland et al. (2006),0.18,0.12,1.00,1.43
2054,Vazquez Riverios et al 2016,-0.27,0.13,3.07,1.12
2055,Meland et al. (2006),0.19,0.12,1.39,1.39
2056,Meland et al. (2006),0.18,0.12,0.92,1.43
2057,Waelbroeck et al (2005),-0.24,0.13,3.30,1.23
2058,Vazquez Riverios et al 2016,-0.28,0.14,2.29,1.08
2059,Waelbroeck et al (2005),-0.23,0.13,1.78,1.07
2060,Vazquez Riverios et al 2016,0.03,0.10,8.76,1.10
2061,Waelbroeck et al (2005),0.41,0.10,6.10,1.43
2062,Meland et al. (2006),0.35,0.10,7.45,1.28
2063,Waelbroeck et al (2005),0.39,0.10,5.67,1.35
2064,Waelbroeck et al (2005),0.23,0.12,6.26,1.10
2065,Waelbroeck et al (2005),0.23,0.12,6.22,1.11
2066,Waelbroeck et al (2005),0.24,0.12,6.24,1.10
2067,Waelbroeck et al (2005),0.23,0.12,6.26,1.10
2068,Waelbroeck et al (2005),0.23,0.12,6.41,1.13
2069,Waelbroeck et al (2005),0.23,0.12,6.26,1.10
2070,Waelbroeck et al (2005),0.22,0.12,5.82,1.11
2071,Waelbroeck et al (2005),0.25,0.12,7.06,1.11
2072,Waelbroeck et al (2005),0.36,0.10,7.48,1.20
2073,Waelbroeck et al (2005),0.36,0.10,7.48,1.20
2074,Waelbroeck et al (2005),0.36,0.10,7.48,1.20
2075,Waelbroeck et al (2005),0.34,0.10,4.98,1.45
2076,Waelbroeck et al (2005),0.37,0.10,5.51,1.30
2077,Waelbroeck et al (2005),0.37,0.10,5.51,1.30
2078,Waelbroeck et al (2005),0.36,0.10,7.48,1.20
2079,Waelbroeck et al (2005),0.38,0.10,5.59,1.33
2080,Waelbroeck et al (2005),0.23,0.12,5.80,1.11
2081,Waelbroeck et al (2005),0.22,0.12,4.61,1.17
2082,Waelbroeck et al (2005),0.22,0.11,1.37,1.28
2083,Waelbroeck et al (2005),0.24,0.11,1.61,1.17
2084,Waelbroeck et al (2005),0.25,0.11,1.52,1.20
2085,Waelbroeck et al (2005),0.36,0.11,6.93,1.31
2086,Waelbroeck et al (2005),0.37,0.12,10.05,1.25
2087,Waelbroeck et al (2005),0.39,0.12,10.12,1.23
2088,Waelbroeck et al (2005),0.39,0.10,5.67,1.35
2089,Waelbroeck et al (2005),0.42,0.11,10.40,1.31
2090,Waelbroeck et al (2005),0.29,0.10,2.67,1.19
2091,Waelbroeck et al (2005),0.25,0.11,1.52,1.20
2092,Waelbroeck et al (2005),0.18,0.12,0.99,1.36
2093,Waelbroeck et al (2005),0.18,0.12,0.99,1.36
2094,Waelbroeck et al (2005),0.17,0.12,0.58,1.44
2095,Waelbroeck et al (2005),0.22,0.12,4.61,1.17
2096,Waelbroeck et al (2005),0.40,0.12,10.29,1.27
2097,Waelbroeck et al (2005),0.32,0.10,4.16,1.34
2098,Waelbroeck et al (2005),0.20,0.12,1.43,1.24
2099,Waelbroeck et al (2005),0.23,0.11,2.69,1.34
2100,Waelbroeck et al (2005),0.40,0.12,7.25,1.32
2101,Waelbroeck et al (2005),0.40,0.12,7.25,1.32
2102,Waelbroeck et al (2005),0.41,0.14,7.34,1.37
2103,Waelbroeck et al (2005),0.37,0.10,7.56,1.21
2104,Waelbroeck et al (2005),0.37,0.10,8.01,1.24
2105,Waelbroeck et al (2005),-0.38,0.17,3.26,1.35
2106,Waelbroeck et al (2005),-0.23,0.12,1.69,1.08
2107,Waelbroeck et al (2005),-0.38,0.18,3.59,1.27
2108,Waelbroeck et al (2005),-0.04,0.18,-0.37,1.42
2109,Waelbroeck et al (2005),-0.04,0.18,-0.36,1.42
2110,Waelbroeck et al (2005),0.38,0.12,8.69,1.07
2111,Waelbroeck et al (2005),0.38,0.12,8.69,1.07
2112,Waelbroeck et al (2005),0.36,0.10,7.59,1.65
2113,Waelbroeck et al (2005),0.37,0.10,7.80,1.47
2114,Waelbroeck et al (2005),0.36,0.11,8.68,1.11
2115,Waelbroeck et al (2005),0.39,0.12,7.25,1.31
2116,Waelbroeck et al (2005),0.37,0.11,7.03,1.28
2117,Waelbroeck et al (2005),0.37,0.11,7.03,1.28
2118,Waelbroeck et al (2005),0.20,0.12,1.57,1.38
2119,Waelbroeck et al (2005),0.21,0.11,2.09,1.32
2120,Waelbroeck et al (2005),0.22,0.12,5.35,1.12
2121,Waelbroeck et al (2005),0.39,0.11,7.27,1.28
2122,Waelbroeck et al (2005),0.35,0.10,6.99,1.34
2123,Waelbroeck et al (2005),0.35,0.10,6.91,1.30
2124,Waelbroeck et al (2005),0.33,0.10,5.79,1.31
2125,Waelbroeck et al (2005),0.60,0.11,12.78,1.93
2126,Waelbroeck et al (2005),0.34,0.10,5.88,1.31
2127,Waelbroeck et al (2005),0.34,0.10,6.01,1.31
2128,Waelbroeck et al (2005),0.41,0.14,7.34,1.37
2129,Waelbroeck et al (2005),0.41,0.14,7.34,1.37
2130,Waelbroeck et al (2005),0.36,0.10,7.54,1.32
2131,Waelbroeck et al (2005),0.31,0.15,9.09,2.13
2132,Waelbroeck et al (2005),0.35,0.10,6.89,1.30
2133,Waelbroeck et al (2005),0.22,0.11,1.37,1.28
2134,Waelbroeck et al (2005),0.18,0.12,1.00,1.43
2135,Waelbroeck et al (2005),0.22,0.12,5.82,1.11
2136,Waelbroeck et al (2005),0.19,0.12,1.39,1.39
2137,Waelbroeck et al (2005),0.31,0.11,3.05,1.09
2138,Waelbroeck et al (2005),0.39,0.10,5.18,1.33
2139,Waelbroeck et al (2005),0.39,0.10,4.98,1.32
2140,Waelbroeck et al (2005),0.40,0.11,5.22,1.32
2141,Waelbroeck et al (2005),0.40,0.11,5.22,1.32
2142,Waelbroeck et al (2005),0.40,0.11,5.22,1.32
